a,b,c,d,eig1,eig2,sum_squared
10,7,-5,-7,7.603277807866853,-4.603277807866852,79.00000000000003
-1,7,1,5,-2.0,6.0,40.0
-4,-5,-6,-8,-0.16904810515470015,-11.8309518948453,140.0
1,4,-1,9,1.5358983848622456,8.464101615137755,74.00000000000001
8,5,0,-3,8.0,-3.0,73.0
-8,-4,-4,3,-9.300735254367723,4.300735254367721,105.00000000000001
-9,-1,8,-2,-7.561552812808831,-3.4384471871911697,69.00000000000001
5,8,7,-2,9.761355820929154,-6.761355820929152,141.0
5,2,-1,9,5.585786437626905,8.414213562373096,102.00000000000001
3,1,8,-4,4.0,-5.0,41.0
-7,8,8,10,-10.172617529928754,13.172617529928752,277.00000000000006
-2,7,0,5,-2.0,5.0,29.0
-9,1,-5,0,-8.405124837953327,-0.5948751620466728,71.0
4,-9,-10,-1,11.310708435174293,-8.310708435174291,197.0
-10,4,-5,1,-7.701562118716424,-1.2984378812835757,61.0
-3,2,8,-10,-1.184927093632675,-11.815072906367325,141.0
-9,-2,-8,7,-9.94427190999916,7.944271909999159,162.00000000000003
-4,4,10,9,-6.569178573608529,11.569178573608527,177.0
7,-8,3,-9,5.32455532033676,-7.324555320336759,82.00000000000001
3,0,5,-3,-3.0,3.0,18.0
-4,0,-8,6,6.0,-4.0,52.0
3,-5,-3,-6,4.437171043518958,-7.437171043518958,75.0
9,5,-2,-10,8.45823643358446,-9.458236433584458,161.00000000000003
6,2,10,10,3.1010205144336433,12.898979485566356,176.0
-6,-1,-5,8,-6.3484692283495345,8.348469228349535,110.0
3,-3,-1,-2,3.54138126514911,-2.5413812651491097,19.0
6,-2,-8,0,8.0,-2.0,68.0
1,-1,6,6,2.9999999999999996,4.0,25.0
0,-7,-4,10,-2.280109889280517,12.280109889280519,156.0
3,-4,-3,-10,3.865459931328118,-10.865459931328118,133.0
-7,1,-8,2,-6.0,1.0,37.0
9,-5,0,-7,9.0,-7.0,130.0
9,5,-4,0,4.999999999999999,4.000000000000001,41.0
-10,-4,1,-4,-9.23606797749979,-4.76393202250021,108.0
-2,-2,-9,2,-4.69041575982343,4.690415759823429,43.99999999999999
-9,2,7,4,-10.0,5.0,125.0
-3,5,3,2,-5.1097722286464435,4.1097722286464435,43.0
8,-8,4,-4,4.0,0.0,16.0
-4,-5,-8,2,-8.0,6.0,100.0
6,7,9,5,13.452986860293432,-2.452986860293434,186.99999999999997
6,5,8,-3,9.262087348130013,-6.262087348130011,125.00000000000001
-7,1,1,6,-7.076473218982953,6.076473218982953,87.0
4,-2,-4,-1,5.274917217635375,-2.274917217635375,33.0
9,-8,-9,-5,13.0,-9.0,250.0
-6,7,5,-3,-10.603277807866853,1.603277807866851,115.00000000000003
9,0,-1,1,1.0,9.0,82.0
10,-5,9,-6,6.358898943540673,-2.3588989435406735,45.99999999999999
-2,5,3,-3,1.405124837953327,-6.405124837953327,42.99999999999999
9,8,3,-4,10.639410298049853,-5.639410298049853,145.0
-4,-8,-5,9,-6.569178573608527,11.569178573608527,177.0
-9,6,1,1,-9.567764362830022,1.567764362830022,94.0
6,-1,-8,9,4.298437881283576,10.701562118716424,133.0
7,2,1,6,8.0,5.0,89.0
-7,-1,0,-5,-7.0,-5.0,74.0
-3,1,10,-3,0.16227766016837952,-6.162277660168379,38.0
8,8,4,-5,10.116843969807045,-7.116843969807043,153.00000000000003
9,5,0,-4,9.0,-4.0,97.0
6,6,1,2,7.162277660168379,0.8377223398316207,52.0
-1,-4,3,-10,-2.6277186767309857,-8.372281323269014,77.0
9,-4,-1,6,10.0,5.0,125.0
-4,-10,-4,0,-8.6332495807108,4.6332495807108,96.0
-7,2,8,-1,-9.0,1.0,82.0
1,-9,-4,0,6.520797289396147,-5.520797289396149,73.0
2,-9,-4,4,-3.0827625302982185,9.08276253029822,92.0
0,-9,-4,-7,3.446221994724903,-10.446221994724901,120.99999999999997
-2,0,-5,-4,-4.0,-2.0,20.0
0,-4,-9,8,-3.211102550927979,11.21110255092798,136.00000000000003
-4,-2,-10,-10,-1.6148351928654954,-12.385164807134505,156.0
0,-10,-10,2,-9.04987562112089,11.04987562112089,204.0
-8,7,-2,3,-6.531128874149275,1.5311288741492748,45.0
6,3,-7,-6,3.872983346207416,-3.872983346207417,29.999999999999996
10,6,-9,-6,5.162277660168378,-1.1622776601683782,27.999999999999986
-7,-7,-5,9,-8.949874371066201,10.9498743710662,200.00000000000003
10,2,-6,-4,9.08276253029822,-3.08276253029822,92.0
9,-10,3,-7,6.830951894845301,-4.830951894845301,70.0
6,10,3,5,11.0,0.0,121.0
3,5,9,-3,7.348469228349533,-7.348469228349535,108.0
6,2,-10,-6,4.0,-4.0,32.0
3,1,1,0,3.3027756377319943,-0.3027756377319947,10.999999999999998
9,0,-9,-1,-1.0,9.0,82.0
-1,0,-5,-7,-7.0,-1.0,50.0
1,0,2,-6,-6.0,1.0,37.0
-5,-10,-5,7,-8.273618495495704,10.273618495495704,174.0
-2,4,-3,8,-0.6055512754639896,6.60555127546399,44.00000000000001
5,-5,-5,-8,6.700609733428363,-9.700609733428362,139.0
1,-5,0,1,1.0,1.0,2.0
-2,-1,-9,-5,-0.1458980337503153,-6.854101966249685,47.0
4,-8,0,-5,4.0,-5.0,41.0
-8,0,4,2,2.0,-8.0,68.0
9,-1,-5,4,9.854101966249685,3.1458980337503153,107.0
7,7,9,-2,11.62414379544733,-6.6241437954473295,179.0
0,-4,-5,-1,4.0,-5.0,41.0
-6,0,-10,-9,-9.0,-6.0,117.0
-10,8,-9,10,-5.291502622129181,5.291502622129181,56.00000000000001
9,7,-10,-10,4.0,-5.0,41.0
3,-7,-6,0,8.152067347825035,-5.152067347825035,93.0
2,5,2,-9,2.844288770224761,-9.844288770224761,105.00000000000003
5,-5,3,-10,3.9226162893325647,-8.922616289332565,95.00000000000001
6,0,8,-8,-8.0,6.0,100.0
-1,0,-8,9,9.0,-1.0,82.0
4,-1,-1,8,3.76393202250021,8.23606797749979,82.0
-10,-1,-9,6,-10.544003745317532,6.544003745317531,154.00000000000003
-9,3,6,-10,-5.227998127341235,-13.772001872658766,217.00000000000003
-2,9,10,8,-7.7238052947636096,13.723805294763608,248.0
-1,0,-4,-2,-2.0,-1.0,5.0
-5,8,5,4,-8.262087348130013,7.262087348130011,121.0
-10,-9,4,9,-7.865459931328118,6.865459931328118,109.00000000000001
7,0,-1,-7,-7.0,7.0,98.0
-6,-7,2,2,-3.414213562373095,-0.5857864376269051,12.0
7,-9,5,-10,3.7201532544552744,-6.7201532544552744,58.999999999999986
8,-2,-8,-4,9.21110255092798,-5.211102550927978,112.00000000000001
-1,-10,-1,10,-1.844288770224761,10.844288770224761,121.00000000000001
-2,4,4,-8,0.0,-10.0,100.0
-6,-2,-2,-4,-7.23606797749979,-2.76393202250021,60.0
1,-2,-5,-9,1.916079783099617,-9.916079783099615,101.99999999999999
-5,-6,-9,-2,-11.0,4.0,137.0
3,-7,-7,10,-1.3262379212492643,14.326237921249263,206.99999999999997
4,-3,-7,5,-0.10977222864644354,9.109772228646444,83.0
5,8,-3,-5,1.0,-1.0,2.0
-9,3,5,-10,-5.594875162046673,-13.405124837953327,211.0
-9,-4,-1,9,-9.219544457292887,9.219544457292887,170.0
5,4,6,5,9.898979485566356,0.10102051443364335,97.99999999999999
2,0,6,6,6.0,2.0,40.0
-9,2,3,0,-9.623475382979798,0.6234753829797992,92.99999999999999
-2,-1,-3,10,-2.2449979983983965,10.244997998398398,110.0
6,0,9,5,5.0,6.0,61.0
-2,-9,-6,-10,2.3666002653407556,-14.366600265340756,212.0
-7,-7,-8,-2,-12.38986691902975,3.3898669190297506,165.0
1,-1,-9,0,3.5413812651491097,-2.54138126514911,19.0
-9,-1,5,1,-8.47213595499958,0.4721359549995794,72.0
-10,10,-3,5,-7.6234753829798,2.6234753829797994,65.00000000000001
7,2,4,10,5.298437881283576,11.701562118716424,165.0
1,-3,-1,3,0.0,4.0,16.0
-6,7,8,4,-10.0,8.0,164.0
-5,0,10,0,0.0,-5.0,25.0
9,9,10,7,17.539392014169458,-1.5393920141694544,310.0
7,-1,-9,-2,7.9083269131959835,-2.908326913195984,71.0
3,8,-1,-7,2.1231056256176615,-6.123105625617661,42.00000000000001
5,-3,0,-4,5.0,-4.0,41.0
8,-1,-2,-7,8.132168761236874,-7.132168761236874,117.0
4,2,-9,-9,2.4244289008980537,-7.424428900898053,61.000000000000014
5,-2,2,-8,4.68465843842649,-7.68465843842649,80.99999999999999
-2,2,10,-9,0.1789083458002736,-11.178908345800274,124.99999999999999
-5,-3,-6,-2,-8.0,1.0,65.0
-10,-2,-1,-7,-10.56155281280883,-6.438447187191169,153.0
-8,-1,4,0,-7.464101615137754,-0.5358983848622454,56.0
6,5,-8,-9,2.5311288741492746,-5.531128874149275,36.99999999999999
0,-2,-8,7,-1.815072906367325,8.815072906367325,81.00000000000001
9,4,3,-9,9.643650760992955,-9.643650760992955,186.0
6,-3,-1,7,4.697224362268006,8.302775637731994,91.0
8,-3,-3,-8,8.544003745317532,-8.54400374531753,146.0
-8,1,6,-7,-10.0,-5.0,125.0
6,3,8,-2,8.32455532033676,-4.324555320336758,88.00000000000001
10,1,-6,0,9.358898943540673,0.6411010564593265,88.0
3,0,9,-3,-3.0,3.0,18.0
4,1,5,5,2.2087121525220796,6.7912878474779195,50.99999999999999
10,9,9,-7,13.879418403139947,-10.879418403139947,311.0
0,2,-2,-7,-0.6277186767309857,-6.372281323269014,41.0
8,8,6,2,12.54983443527075,-2.54983443527075,164.0
2,-2,-10,3,-2.0,7.0,53.0
5,9,4,-10,7.104686356149273,-12.104686356149273,197.0
6,2,4,5,8.372281323269014,2.6277186767309857,77.0
9,5,3,5,11.358898943540673,2.6411010564593265,135.99999999999997
10,6,0,6,10.0,6.0,136.0
1,0,9,8,8.0,1.0,65.0
3,-2,-9,-6,4.68465843842649,-7.68465843842649,80.99999999999999
-3,5,5,2,-6.0901699437494745,5.0901699437494745,63.00000000000001
9,4,-10,-8,6.178908345800274,-5.178908345800274,65.0
-5,3,-7,7,-2.872983346207416,4.872983346207417,32.0
4,-2,7,-8,2.690415759823429,-6.69041575982343,52.0
-10,0,6,-6,-6.0,-10.0,136.0
-4,8,4,-8,0.0,-12.0,144.0
4,-6,1,9,6.0,7.0,85.0
-6,-8,-2,-2,-8.47213595499958,0.47213595499957917,72.0
-2,2,8,9,-3.300735254367723,10.300735254367721,117.0
6,-5,-7,-10,7.949874371066201,-11.9498743710662,206.00000000000003
-3,2,4,0,-4.701562118716424,1.7015621187164243,25.0
1,3,-7,-10,-1.4586187348508908,-7.541381265149109,58.99999999999999
-7,9,-2,2,-4.0,-1.0,17.0
1,0,1,7,7.0,1.0,50.0
1,10,0,-2,1.0,-2.0,5.0
-6,-6,-2,-8,-3.3944487245360113,-10.60555127546399,124.00000000000001
-10,-9,3,3,-7.405124837953327,0.405124837953327,54.99999999999999
-10,5,4,4,-11.306623862918075,5.306623862918075,156.0
1,5,3,4,-1.6533119314590374,6.653311931459037,47.0
4,8,-3,-9,1.772001872658766,-6.772001872658766,49.00000000000001
-9,-1,-8,6,-9.5156097709407,6.515609770940698,133.0
-3,-7,3,10,-1.1097722286464435,8.109772228646444,67.0
-1,-10,-7,-10,4.000000000000002,-15.0,241.0
2,0,4,-1,-1.0,2.0,5.0
6,1,-1,-6,5.916079783099615,-5.916079783099616,70.0
7,4,-5,-4,4.701562118716424,-1.7015621187164243,25.0
6,-5,-3,1,8.109772228646444,-1.1097722286464435,67.0
10,3,1,-1,10.266281297335398,-1.2662812973353978,107.0
9,4,-4,-2,7.274917217635375,-0.2749172176353749,53.0
4,10,9,-6,9.72380529476361,-11.723805294763608,232.00000000000003
6,7,0,7,6.0,7.0,85.0
-4,-1,0,2,-4.0,2.0,20.0
-2,-4,-2,2,-3.4641016151377544,3.4641016151377544,23.999999999999996
-8,-8,-10,10,-11.688577540449522,13.68857754044952,324.0
9,-9,-8,4,15.345903006477066,-2.3459030064770667,240.99999999999997
-5,2,10,-10,-2.3765246170202,-12.623475382979798,164.99999999999997
-9,4,3,8,-9.678779875342912,8.67877987534291,169.00000000000003
0,4,-5,9,4.000000000000001,4.999999999999999,41.0
-5,7,8,-2,-11.132168761236874,4.1321687612368745,141.0
10,-5,3,2,7.0,5.0,74.0
0,1,8,8,-0.8989794855663558,8.898979485566356,80.0
10,8,2,3,11.815072906367325,1.1849270936326755,141.0
7,1,-7,-1,6.0,0.0,36.0
-7,-1,-8,4,-7.684658438426492,4.68465843842649,81.00000000000001
-4,-8,-7,-2,-10.54983443527075,4.54983443527075,132.0
-6,8,4,-3,-10.352349955359813,1.352349955359812,109.0
-5,7,8,4,-9.232124598286491,8.23212459828649,153.0
-4,-1,-5,3,-4.653311931459037,3.6533119314590374,35.0
6,-2,8,-6,4.47213595499958,-4.47213595499958,40.00000000000001
-4,8,9,-4,4.485281374238571,-12.48528137423857,176.0
-9,5,2,-3,-10.358898943540673,-1.6411010564593265,110.0
-5,-5,-2,-7,-2.6833752096446,-9.3166247903554,94.0
-4,4,4,3,-5.815072906367325,4.815072906367325,57.0
2,0,2,-2,-2.0,2.0,8.0
7,0,5,-10,-10.0,7.0,149.0
-4,-1,-2,-8,-3.5505102572168212,-8.449489742783179,84.0
5,-4,-7,7,0.6148351928654954,11.385164807134505,130.00000000000003
-6,-5,-4,4,-7.708203932499369,5.708203932499369,92.00000000000001
-10,-7,-10,0,-14.746794344808963,4.746794344808964,239.99999999999997
7,3,0,-1,7.0,-1.0,50.0
10,2,-2,0,9.58257569495584,0.41742430504415995,92.00000000000001
0,-5,-10,-5,5.0,-10.0,125.0
9,3,4,-6,9.761355820929154,-6.761355820929153,141.00000000000003
-7,-9,-4,-1,-10.70820393249937,2.708203932499369,122.0
10,2,-10,-10,8.94427190999916,-8.94427190999916,160.00000000000003
4,-10,-5,2,10.141428428542849,-4.141428428542851,119.99999999999999
-10,-6,-2,6,-10.717797887081346,6.717797887081347,159.99999999999997
-10,1,-6,-5,-8.0,-7.0,113.0
-10,-10,-1,-1,-11.0,0.0,121.0
-8,6,8,0,-12.000000000000002,3.999999999999999,160.00000000000003
7,-9,-2,6,10.772001872658766,2.227998127341234,121.00000000000001
1,9,7,-8,5.6241437954473295,-12.62414379544733,191.0
9,-5,5,-9,7.483314773547882,-7.483314773547883,111.99999999999999
-10,-2,1,6,-9.874007874011811,5.874007874011811,132.0
3,-2,2,-8,2.623475382979798,-7.623475382979799,64.99999999999999
10,3,10,-1,12.262087348130011,-3.262087348130012,161.0
5,-4,-7,9,1.3431457505076194,12.65685424949238,161.99999999999997
0,5,9,-7,4.066372975210779,-11.066372975210777,139.0
6,2,0,-8,6.0,-8.0,100.0
6,-8,-7,5,13.0,-2.0,173.0
-7,0,-6,-9,-9.0,-7.0,130.0
6,-3,-5,10,3.641101056459327,12.358898943540673,166.0
-2,2,0,5,-2.0,5.0,29.0
5,-9,-1,1,6.60555127546399,-0.6055512754639891,44.00000000000001
-3,0,-1,2,2.0,-3.0,13.0
6,-4,-8,9,1.6476500446401872,13.352349955359813,181.0
-9,7,7,0,-12.82165848854662,3.8216584885466185,179.0
-10,3,5,0,-11.32455532033676,1.3245553203367586,130.00000000000003
-10,-4,5,3,-8.2169905660283,1.2169905660283018,68.99999999999997
4,3,10,0,7.8309518948453,-3.8309518948453007,75.99999999999999
5,8,6,-5,8.544003745317532,-8.54400374531753,146.0
0,6,-2,7,3.0,4.0,25.0
6,1,-6,0,4.732050807568877,1.2679491924311228,23.999999999999993
-7,-7,-8,6,-10.412113800799506,9.412113800799503,197.0
-10,10,8,10,-13.416407864998739,13.416407864998739,360.00000000000006
9,7,0,9,9.0,9.0,162.0
-8,6,1,-1,-8.772001872658766,-0.22799812734123437,77.00000000000001
10,9,8,10,18.48528137423857,1.5147186257614305,344.00000000000006
-7,4,6,1,-9.324555320336758,3.3245553203367586,97.99999999999999
-8,-1,4,-1,-7.372281323269014,-1.6277186767309857,57.0
7,-10,-8,10,-0.5691785736085286,17.569178573608525,308.99999999999994
1,-10,-8,-8,6.512492197250394,-13.512492197250392,224.99999999999997
-7,6,3,7,-8.18535277187245,8.18535277187245,134.0
-10,5,-8,10,-7.745966692414832,7.745966692414834,119.99999999999999
-5,0,-2,4,4.0,-5.0,41.0
3,6,3,6,0.0,9.0,81.0
3,1,5,-10,3.37386354243376,-10.37386354243376,119.00000000000001
8,-5,-4,-10,9.04987562112089,-11.04987562112089,204.0
-10,-6,-5,5,-11.787087810503355,6.787087810503355,184.99999999999997
9,-1,-1,-2,9.090169943749475,-2.090169943749474,87.0
-9,6,8,2,-12.345903006477068,5.345903006477066,181.00000000000006
2,-10,-9,-10,7.224972160321826,-15.224972160321823,284.0
-6,-8,-4,2,-8.928203230275509,4.928203230275509,103.99999999999999
7,10,-4,-10,4.178908345800274,-7.178908345800274,69.0
-6,6,-3,4,-3.6457513110645907,1.6457513110645907,16.0
9,-7,-9,-6,12.42016483392078,-9.420164833920778,243.00000000000006
-10,-6,-5,-9,-15.0,-4.0,241.0
-10,-7,-4,-10,-4.708497377870819,-15.29150262212918,255.99999999999994
-10,-3,9,5,-7.9083269131959835,2.908326913195984,71.0
10,2,7,9,13.274917217635375,5.725082782364625,209.0
-1,8,5,7,-4.4833147735478835,10.483314773547882,130.0
3,-8,-9,-10,7.188779163215976,-14.188779163215976,253.00000000000006
7,-2,2,-9,6.745966692414834,-8.745966692414834,122.00000000000001
-4,5,10,8,-7.273618495495704,11.273618495495704,180.0
4,0,-10,10,10.0,4.0,116.0
-6,-2,-10,-9,-2.7830094339716984,-12.216990566028302,157.0
8,3,9,-1,10.37386354243376,-3.3738635424337597,119.0
-2,-1,-5,6,-2.582575694955839,6.58257569495584,49.99999999999999
6,-6,2,-10,5.211102550927979,-9.21110255092798,112.00000000000003
2,-7,3,-8,-1.0,-5.0,26.0
-6,-4,-10,1,-9.72841614740048,4.72841614740048,117.0
0,-3,-5,-9,1.4371710435189584,-10.437171043518958,111.0
8,9,9,3,14.840770846134703,-3.840770846134701,235.0
0,5,9,-10,3.3666002653407556,-13.366600265340756,190.0
5,8,10,-2,11.104686356149273,-8.104686356149273,189.0
-3,-8,-6,-3,3.9282032302755088,-9.92820323027551,114.00000000000003
8,7,7,10,1.9289321881345245,16.071067811865476,262.0
-10,4,7,-4,-13.08276253029822,-0.9172374697017807,172.00000000000003
5,5,4,-5,6.708203932499369,-6.708203932499369,90.00000000000001
9,5,1,6,10.192582403567252,4.807417596432748,127.0
1,-2,-8,-8,2.520797289396146,-9.520797289396148,97.0
-10,7,1,-2,-10.79583152331272,-1.2041684766872804,117.99999999999999
-2,7,7,-4,4.0710678118654755,-10.071067811865476,118.0
-7,2,6,-9,-4.394448724536011,-11.60555127546399,154.0
3,-8,-6,3,9.928203230275509,-3.9282032302755105,114.0
-1,2,5,-2,1.7015621187164243,-4.701562118716424,25.0
6,-2,9,-9,4.68465843842649,-7.68465843842649,80.99999999999999
7,10,0,2,7.0,2.0,53.0
-7,10,2,-2,-9.623475382979798,0.6234753829797994,92.99999999999999
-4,-6,-6,6,-6.810249675906654,8.810249675906654,124.0
10,-9,-1,5,11.405124837953327,3.594875162046673,143.0
-6,4,2,2,-6.898979485566356,2.898979485566356,55.99999999999999
2,4,3,-3,3.772001872658765,-4.772001872658766,37.0
-3,-8,-8,-4,4.515609770940699,-11.5156097709407,153.0
-7,0,4,-10,-10.0,-7.0,149.0
-2,0,8,2,2.0,-2.0,8.0
5,-7,-10,9,-1.6023252670426267,15.602325267042627,246.0
2,-10,-6,-6,6.717797887081348,-10.717797887081346,160.0
3,3,-3,-7,2.0,-6.0,40.0
-4,9,8,4,-9.38083151964686,9.380831519646858,175.99999999999997
-7,8,-2,10,-6.0,9.0,117.0
2,3,3,-1,3.8541019662496847,-2.8541019662496843,23.0
5,-6,-5,-9,6.888194417315589,-10.888194417315589,166.0
2,2,8,7,-0.21699056602830158,9.216990566028302,85.0
8,-10,-3,5,12.178908345800274,0.8210916541997264,149.0
-9,-3,-5,5,-10.0,6.0,136.0
0,6,8,0,6.928203230275509,-6.9282032302755105,96.00000000000001
-3,-7,0,-3,-3.0,-3.0,18.0
10,10,8,-3,14.556672193747993,-7.55667219374799,269.00000000000006
3,5,1,-6,3.524937810560445,-6.524937810560445,55.0
8,7,-2,-9,7.132168761236876,-8.132168761236874,117.00000000000004
9,1,-9,-1,8.0,0.0,64.0
-10,-7,1,-2,-9.0,-3.0,90.0
-7,-2,-5,-10,-5.0,-12.0,169.0
-1,3,7,-5,2.0,-8.0,68.0
7,9,5,4,12.37386354243376,-1.3738635424337602,155.0
5,-3,2,0,3.0000000000000004,1.9999999999999998,13.000000000000004
-4,6,7,8,-6.831760866327848,10.831760866327848,164.00000000000003
-6,-8,-1,8,-6.54983443527075,8.54983443527075,116.0
2,2,-1,-9,1.815072906367325,-8.815072906367325,81.00000000000001
-5,-3,-7,1,-7.477225575051662,3.4772255750516607,68.00000000000001
4,-3,-4,3,7.0,0.0,49.0
8,3,2,10,6.354248688935409,11.64575131106459,175.99999999999997
-8,-5,-5,1,-10.226812023536855,3.2268120235368554,115.0
-1,2,4,1,-3.0,3.0,18.0
-8,-4,6,8,-6.32455532033676,6.324555320336759,80.00000000000003
7,-10,-6,-9,10.135528725660045,-12.135528725660045,250.00000000000006
-10,-4,0,0,-10.0,0.0,100.0
1,-8,0,1,1.0,1.0,2.0
-7,5,9,7,-9.695359714832659,9.695359714832659,188.00000000000003
-10,-8,-6,6,-12.583005244258363,8.583005244258363,232.00000000000003
3,-2,-8,2,6.531128874149275,-1.531128874149275,45.0
-8,0,-9,4,4.0,-8.0,80.0
2,8,5,7,-2.300735254367723,11.300735254367721,133.0
-1,-2,-4,4,-2.274917217635375,5.274917217635375,33.0
-3,8,0,-6,-3.0,-6.0,45.0
-9,-1,5,2,-8.524937810560445,1.5249378105604452,75.0
-3,-2,0,0,-3.0,0.0,9.0
5,-1,1,-5,4.898979485566356,-4.898979485566356,47.99999999999999
1,-1,7,7,2.585786437626905,5.414213562373095,36.0
-7,-2,-4,7,-7.54983443527075,7.54983443527075,114.0
-3,0,-4,-2,-2.0,-3.0,13.0
4,3,7,5,-0.10977222864644354,9.109772228646444,83.0
-5,0,6,-8,-8.0,-5.0,89.0
0,7,4,-6,3.0827625302982202,-9.082762530298218,91.99999999999999
5,5,6,-2,8.0,-5.0,89.0
-8,9,2,-8,-3.7573593128807143,-12.242640687119284,163.99999999999997
-4,-5,-2,1,-5.531128874149275,2.5311288741492746,36.99999999999999
4,10,9,-8,9.224972160321826,-13.224972160321823,260.0
5,4,5,0,7.623475382979799,-2.6234753829797994,65.0
-5,0,-8,4,4.0,-5.0,41.0
-10,-4,-10,6,-12.198039027185573,8.198039027185569,216.00000000000006
-2,2,0,9,-2.0,9.0,85.0
-5,-10,-4,1,-9.0,5.0,106.0
9,8,6,-7,11.583005244258363,-9.583005244258363,226.00000000000003
-8,-10,7,10,-2.3166247903554,4.3166247903554,24.0
4,-3,-10,9,0.47920271060385033,12.520797289396146,156.99999999999997
3,-7,-6,2,9.0,-4.0,97.0
4,-5,-10,8,-1.3484692283495363,13.348469228349533,179.99999999999997
5,-1,-2,-2,5.274917217635375,-2.274917217635375,33.0
6,6,6,1,10.0,-3.0,109.0
2,1,3,-1,2.79128784747792,-1.79128784747792,11.0
8,-9,-7,8,15.937253933193773,0.06274606680622785,254.00000000000006
-4,4,4,-5,-0.46887112585072543,-8.531128874149275,73.0
-4,0,-4,-7,-7.0,-4.0,65.0
9,-4,-7,1,11.6332495807108,-1.6332495807107996,138.0
-6,8,-6,8,0.0,2.0,4.0
10,-8,0,-4,10.0,-4.0,116.0
-1,2,4,-6,0.2749172176353749,-7.274917217635375,53.0
2,-8,-3,-2,5.291502622129181,-5.291502622129181,56.00000000000001
10,1,0,-9,10.0,-9.0,181.0
7,-2,-9,-9,8.055385138137417,-10.055385138137417,166.00000000000003
-8,5,8,-7,-13.844288770224761,-1.1557112297752408,193.00000000000003
7,9,7,-1,11.888194417315589,-5.888194417315589,176.0
0,6,9,5,-5.262087348130013,10.262087348130011,133.0
9,2,-9,-9,7.937253933193773,-7.937253933193772,126.00000000000003
-9,-5,-1,1,-9.477225575051662,1.4772255750516612,92.00000000000003
10,-1,-1,-8,10.055385138137417,-8.055385138137417,166.00000000000003
9,-1,-2,9,10.414213562373096,7.585786437626905,166.00000000000003
8,3,-9,-6,5.690415759823431,-3.6904157598234297,46.000000000000014
9,-3,-4,-5,9.810249675906654,-5.810249675906654,130.0
0,1,7,8,-0.7958315233127191,8.79583152331272,78.0
-1,10,3,-8,2.0,-11.0,125.0
1,-4,6,-10,-2.0000000000000018,-6.999999999999999,52.99999999999999
7,4,8,-10,8.710288928331067,-11.71028892833107,213.0
-3,1,8,1,-4.464101615137754,2.4641016151377544,25.999999999999996
-3,-7,-6,-4,3.0,-10.0,109.0
10,-6,-2,-9,10.61187420807834,-9.611874208078342,204.99999999999997
-4,6,5,6,-6.416198487095663,8.416198487095663,112.0
9,-9,0,-9,9.0,-9.0,162.0
-10,-9,-2,-9,-13.772001872658766,-5.227998127341234,217.00000000000003
4,-1,4,-1,3.0,0.0,9.0
6,-2,7,-7,4.815072906367325,-5.815072906367325,57.0
8,-10,-5,-1,11.881527307120107,-4.881527307120105,165.00000000000006
9,-5,0,-8,9.0,-8.0,145.0
9,-1,-10,9,12.16227766016838,5.837722339831621,182.00000000000003
0,1,3,-3,0.7912878474779204,-3.79128784747792,15.0
0,-7,-4,-1,4.815072906367325,-5.815072906367324,57.0
8,-7,-9,10,1.0,17.0,290.0
7,3,5,0,8.720153254455274,-1.7201532544552753,78.99999999999999
-1,6,3,-7,1.196152422706632,-9.196152422706632,86.0
8,-9,-4,-2,10.810249675906654,-4.810249675906654,140.0
8,5,5,7,12.524937810560445,2.475062189439555,162.99999999999997
10,10,0,-4,10.0,-4.0,116.0
8,-9,-2,1,10.0,-1.0,101.0
-9,-5,-6,-6,-13.178908345800274,-1.8210916541997264,177.0
9,-6,-7,-2,12.0,-5.0,169.0
8,-1,-5,6,9.449489742783179,4.550510257216822,110.00000000000001
-6,-5,4,8,-4.385164807134505,6.385164807134505,60.000000000000014
7,-7,-3,5,10.69041575982343,1.3095842401765703,116.00000000000003
-9,-7,-5,0,-11.933034373659254,2.933034373659252,151.00000000000003
3,5,10,8,-2.0,13.0,173.0
-9,6,-2,6,-8.152067347825035,5.152067347825035,93.0
4,-4,8,-8,0.0,-4.0,16.0
8,-5,-10,-3,11.45823643358446,-6.458236433584458,173.00000000000003
-10,8,0,10,-10.0,10.0,200.0
4,0,8,10,10.0,4.0,116.0
6,-1,-5,6,8.23606797749979,3.76393202250021,82.0
0,-5,-8,-10,3.062257748298549,-13.06225774829855,180.0
7,-6,2,-1,5.0,1.0,26.0
-6,3,6,-10,-3.309584240176571,-12.69041575982343,172.00000000000003
-9,-4,-1,9,-9.219544457292887,9.219544457292887,170.0
6,5,9,5,12.226812023536855,-1.226812023536855,151.0
8,4,1,10,6.76393202250021,11.23606797749979,172.0
-1,-9,-4,2,-5.68465843842649,6.684658438426491,77.0
-1,4,-5,9,1.7639320225002102,6.23606797749979,42.0
6,7,7,-9,8.759142264341595,-11.759142264341595,214.99999999999997
2,4,-6,-8,-1.9999999999999991,-4.0,19.999999999999996
-6,-6,-6,-8,-0.9172374697017807,-13.08276253029822,172.00000000000003
-8,9,7,9,-11.129703349613006,12.129703349613008,271.0
6,-3,-4,-3,7.178908345800274,-4.178908345800274,69.0
10,1,5,1,10.524937810560445,0.4750621894395548,111.0
8,-1,-4,1,8.531128874149275,0.4688711258507251,73.0
9,-6,5,-2,3.9999999999999964,3.0000000000000036,24.999999999999993
-4,9,3,0,-7.5677643628300215,3.567764362830022,70.0
