a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,eig1,eig2,eig3,eig4,sum_squared
0,9,10,-7,9,-4,10,3,6,-9,-6,9,-7,10,3,-7,-18.314617632913848,-6.181886487553197,6.323157243058683,1.1733468774083629,415.0000000000011
-2,8,-3,-3,-1,9,-3,2,-10,8,10,8,-10,9,4,10,18.012351114271226,-4.175317517171084,9.080491875412655,4.08247452748723,441.0000000000009
5,-5,7,10,-8,1,-6,-8,5,-2,8,-8,9,-9,-7,6,20.345786894580943,13.999278270478708,-3.7682179487822713,-10.576847216277415,735.9999999999991
-5,-9,0,6,-3,-10,3,5,-2,3,-6,1,5,10,3,-6,-19.24718203487456,-7.979608819991351,-0.5370312595935557,0.763822114459469,434.9999999999997
3,-9,-9,-8,-5,10,-3,0,-5,-10,7,-2,-3,6,-4,-4,14.861653303598704,12.628622033487973,-9.722319645641289,-1.767955691445366,478.00000000000085
-10,-2,-7,-1,-8,7,9,3,-7,3,-2,5,-1,-5,-10,-10,9.094799085580043,-11.750738978352985,-3.720820853021829,-8.623239254205242,309.0
-5,6,6,-3,3,0,1,5,1,10,8,4,-10,7,6,0,-12.414987997498828,-1.4130828051281799,4.096670085597355,12.731400717029642,335.0
-2,2,-6,-3,-6,-2,-9,-8,-9,-10,4,4,-3,-7,-5,0,-14.216547297758916,-2.699093909191486,4.884641607202368,12.03099959974802,378.00000000000045
-9,8,7,10,10,-5,8,8,-10,8,-5,7,8,-5,-6,7,-14.820312210338924,-6.778977943859727,7.282649133931959,2.3166410202667023,323.99999999999994
8,0,-9,-7,10,-10,-8,10,8,-5,-7,-7,2,4,-6,6,11.613196814984953,2.277530491418322,-12.821330982115603,-4.069396324287681,321.0000000000004
3,3,7,4,-2,-2,6,6,8,9,-8,-2,0,-1,1,-4,-14.249768516305938,7.911411103045932,-0.2706980219316356,-4.390944564808369,285.0000000000003
6,10,5,4,8,-1,-7,-4,-2,3,6,6,3,-7,-2,-8,12.071991664323061,-10.397345741296457,-3.5966619406146574,4.92201601758805,291.00000000000034
7,3,10,3,-6,-5,-8,9,0,-6,2,3,9,1,9,-2,12.027667884149782,-9.108639563888314,-4.9286071350552225,4.0095788147937474,267.99999999999966
-6,3,-2,2,6,5,-8,5,9,-10,-1,3,10,-1,1,-3,11.600233735689056,-0.3521820597037649,-8.518331202817931,-7.729720473167363,266.99999999999994
-2,-5,5,0,-10,2,-10,-3,7,1,1,6,-3,-5,10,-6,12.531684166327562,-12.588030936452105,-5.411088041700514,0.4674348118250588,345.0000000000004
-10,7,-6,4,5,-4,-5,7,-5,-3,5,3,-4,10,-1,9,-14.05975212149366,-7.133173398780627,8.265029564532366,12.92789595574193,483.9999999999996
-9,-6,-8,10,-7,-1,-3,0,3,-4,1,-4,8,0,-4,4,-14.899457475997801,9.577841883043575,4.474703569994027,-4.153087977039793,351.0000000000002
8,-3,-4,10,-5,4,3,-2,9,6,8,7,7,6,6,4,16.14449319892528,8.906688037739885,-3.1211403242790823,2.0699590876139147,353.9999999999997
2,-6,10,5,0,-9,-5,2,2,-4,3,0,1,10,0,-8,8.017894417599775,-0.15930323286391024,-6.288816937919658,-13.5697742468162,287.9999999999999
10,-2,-8,8,-5,7,-9,-8,-1,1,-7,-4,4,-5,-10,-2,16.826777878625606,-12.103963234772436,3.757985079848189,-0.4807997237013521,443.9999999999998
3,-8,4,-7,-9,-8,8,7,4,10,7,-4,-10,9,2,-7,-18.09106349232384,-11.318001484841343,13.567440698276275,10.841624278888888,756.9999999999998
-10,-6,-6,5,-4,-4,-3,-10,-4,2,-9,-4,1,-5,-2,-5,4.900739698618526,-16.0837728699586,-6.4223044173808495,-10.394662411279068,431.99999999999943
-4,-2,-7,3,-8,-10,2,3,-4,-4,7,0,9,10,-5,-9,-18.42341186527385,8.513297021921057,-2.1622426155783923,-3.9276425410688085,431.99999999999994
1,-9,2,5,3,4,9,-6,0,9,-7,-4,4,-1,0,-9,8.37277325549423,2.1155237224639984,-9.864440047133597,-11.623856930824624,307.0000000000001
-10,-2,5,-6,1,-2,6,-3,5,-1,7,5,3,-1,9,-5,9.780992871909875,-1.2003488738653767,-10.35596155572642,-8.224682442318066,272.00000000000034
-5,8,5,4,-6,10,6,2,0,1,-1,6,0,9,10,-7,-12.290162056414268,9.46173745155666,-1.8764191458005075,1.7048437506581167,246.9999999999996
6,-3,2,-6,1,9,-6,-1,8,5,6,10,-9,-9,3,-2,-6.733795434910886,3.27777621765515,10.605200422412567,11.850818794843152,308.9999999999998
-10,-1,9,-4,-4,9,-9,5,10,-10,4,-4,-4,-8,8,-8,15.2162836100593,-16.484152240504272,-0.025816281801196623,-3.706315087753853,516.9999999999992
-5,-6,2,-1,0,-8,-2,3,-9,3,-6,0,2,7,-10,5,3.4021716895386196,-2.3445747782109083,-5.342181830342187,-9.71541508098552,139.9999999999999
2,-8,3,7,-6,-10,2,5,-3,5,8,6,6,-2,7,7,-13.62888284480054,-1.3520676033982213,6.876816615545568,15.104133832653197,463.0
-1,-1,-5,0,6,-1,4,0,-3,7,7,0,-6,-8,-5,-5,-5.0,9.186668923798898,-6.0833855734615545,1.8967166496626575,150.0000000000001
10,0,1,4,-7,-10,-7,-10,4,-7,-10,6,-1,4,10,8,-15.692250532186332,-6.629028918126938,11.793436342753632,8.52784310755964,502.0
4,10,6,6,9,-5,2,7,0,-7,-8,0,6,-1,-4,8,15.123228172762415,-10.83446923564949,-5.719827441525923,0.43106850441300193,378.9999999999999
4,-10,6,-9,-9,1,-2,-4,9,-3,-7,-10,-2,-7,-7,-5,14.710361584860687,5.364713204040933,-11.161061340633253,-15.914013448268355,623.0000000000003
4,1,6,-10,5,2,9,-3,7,9,-1,1,-7,-5,7,5,-12.526312168306902,16.007190165672355,-1.820394245508805,8.339516248143358,485.99999999999994
4,-10,-9,8,0,-3,10,9,-3,5,-8,-5,10,8,-6,-2,-19.40625333429532,-7.7095405944620685,11.389132743197553,6.72666118555987,610.9999999999992
-4,-6,-1,10,-8,-3,4,8,-10,5,8,-1,1,0,2,0,11.362340961841568,-11.361604367062238,1.5747806217612086,-0.575517216540562,260.99999999999966
-7,-6,5,-4,-1,6,-6,-3,6,-9,-4,-5,-7,8,-6,-2,11.446060348279572,2.2835921232599428,-11.34300406283545,-9.386648408704069,353.00000000000085
-6,-1,-10,-9,-3,-3,10,7,7,2,10,5,-6,-3,0,4,-7.018675719996088,-0.5375750261276971,4.758341205975296,7.797909540148487,133.0
-6,-1,2,9,3,7,9,-4,-6,1,-5,8,8,7,7,-1,-11.368162415733368,-7.815531219364177,5.080159406257172,9.10353422884037,299.0000000000003
-1,7,0,-4,6,0,-3,-1,10,-2,-7,1,-9,4,-9,8,12.25423915509356,-10.068859005824258,-2.1085044898192997,-0.07687565945000745,256.0000000000004
-3,-8,8,10,-8,10,-8,-7,-8,0,7,7,1,-10,3,-10,-10.247242936783977,-8.137612646528911,6.820220519196862,15.564635064116015,460.0
-9,8,-2,2,-2,9,5,-6,-4,7,5,-10,10,1,-10,-9,-15.947862067249709,14.365976470088276,5.362121418594042,-7.780235821432594,550.0
-3,3,3,10,-9,7,10,8,-2,8,-5,5,5,-2,1,-9,8.826262008061953,3.3675123884601468,-11.584302984192304,-10.609471412329794,336.0000000000002
6,-8,-2,-8,-5,10,4,10,6,-4,1,-8,-7,0,-5,4,18.784725521563587,-1.7704628113485128,0.40282184659392467,3.582915443191008,369.00000000000034
-6,9,-6,-1,8,-9,5,-6,10,9,-10,3,-4,-7,9,8,-17.68489737254489,-10.737611565227365,0.8270325461994507,10.595476391572811,540.9999999999995
1,-5,-8,4,-9,5,-3,-1,-10,-6,5,-3,9,2,7,-3,-11.877149851280413,-1.3822386950560843,11.862967746098487,9.39642080023802,371.99999999999943
7,2,2,-8,-6,4,-3,8,9,-6,5,-10,-6,2,-4,-10,15.302820404546749,-13.891884813725687,4.332848656047451,0.25621575313148354,445.9999999999996
-9,4,-2,5,-2,-4,-5,7,5,-10,1,-2,1,9,-7,-4,9.287642424881495,-3.137916570889565,-10.532645222481204,-11.617080631510731,341.9999999999999
-2,-6,9,0,-6,-5,2,4,10,-4,-1,-7,3,1,-6,1,10.9958652963578,-14.518053874937731,1.5221885785799407,-5.0,358.9999999999995
1,3,7,1,1,-5,-1,9,7,6,5,-2,-4,9,-4,-10,-17.302024383978896,-4.580202032335085,8.641774794885523,4.240451621428447,413.0000000000006
-2,-5,10,-9,-10,9,4,1,6,-1,4,-2,-10,10,-7,2,19.652073873941312,-9.784175007029031,-3.826577880282307,6.958679013370055,545.0000000000009
-1,2,-5,-2,0,-9,-3,-1,-3,0,-10,6,-4,4,-3,10,9.956204829057766,-1.0800343512849828,-11.104309300788213,-7.771861176984559,284.00000000000017
-8,8,-6,-2,9,6,-6,6,-8,1,-4,7,-9,2,0,-4,11.34711339243281,-15.765499536201505,0.8912329557846683,-6.472846812015984,420.0000000000001
10,6,3,9,9,9,-2,7,-9,-1,-10,8,6,-3,7,5,-12.4449187166093,-0.9987633177217928,15.9068614028173,11.53682063151382,542.0000000000008
7,-9,-8,9,-4,-8,9,10,-6,0,8,-5,10,9,-3,10,-16.0391489022286,22.241207487974332,1.8792674116646877,8.918674002589572,834.9999999999985
-7,3,7,-6,-1,-9,-1,4,0,-5,1,2,-1,5,8,-7,-13.968186114942636,-8.238720174022644,-1.4763983432004928,1.6833046321657825,267.99999999999994
-5,-5,-5,10,-8,-8,4,-3,-9,3,1,6,7,2,0,-3,8.989750344372737,-16.32962523757944,0.870414551121392,-8.53053965791469,421.0000000000002
-7,-7,-7,-10,-2,10,7,3,-10,7,0,4,-10,-8,1,-7,15.729438429474662,-17.38100864745411,4.814430359376095,-7.162860141396658,624.0000000000001
-6,1,-6,-10,-4,-9,-3,-6,-3,-6,-2,-3,-7,-4,7,0,-14.886205932901687,6.898711337204795,-7.761711807859054,-1.2507935964440373,330.9999999999995
9,6,9,1,-8,-9,-4,9,2,-4,-5,10,4,6,7,2,-14.905341277020245,-4.66159295840188,12.634828831320565,3.932105404101558,418.9999999999996
-5,-6,6,-9,-5,1,-2,2,9,-8,7,-10,-10,10,-5,-1,20.402822870124716,-12.423286682617723,-1.0520709524339504,-4.927465235073046,595.9999999999998
-1,-3,1,-8,6,10,4,3,0,7,5,-7,-10,-2,5,-10,-12.00710021299574,11.920585131886847,5.875971450726385,-1.7894563696174859,324.0000000000002
8,4,-7,0,8,-8,8,6,-5,10,9,-5,2,-7,-9,-3,15.374036995692707,9.406714268704516,-12.28816824852265,-6.492583015874564,518.0000000000002
10,2,6,6,4,8,-10,-7,0,-4,0,3,9,5,-4,-6,13.221301036107931,8.98802313066482,-6.176457106728276,-4.032867060044474,310.00000000000045
5,4,-6,6,1,-4,-3,9,3,2,-10,2,10,7,-7,-10,8.70582631070441,-16.409906822266628,-3.39799887925475,-7.8979206091830205,419.0000000000004
2,-8,9,-2,-10,2,10,6,7,5,10,8,10,3,-2,4,-10.746070791208528,16.421390231465917,8.703110828976559,3.621569730766043,473.9999999999992
2,-3,-2,-3,-10,-7,-7,-1,3,5,10,8,-8,8,9,-10,11.308521945521067,5.040856096076301,-7.082396588047756,-14.266981453549606,407.0000000000001
-8,8,-4,10,-4,10,8,-2,-6,8,-3,0,4,-5,-1,-5,13.24860175769616,-14.509071688575421,0.15311204961353614,-4.892642118734281,410.0000000000001
4,-10,0,6,-9,0,-1,1,-7,-7,-6,4,7,9,0,-8,11.668908995662463,-15.653827952933733,-0.4872594561257404,-5.527821586602991,411.99999999999983
2,-3,9,9,-7,-3,-3,9,10,-7,-4,-9,5,0,-10,1,12.622211057010059,8.189142677523652,-16.266770829434424,-8.544582905099288,564.0
-10,-7,10,-3,1,-6,-1,-5,6,0,7,5,-3,6,2,9,-13.489840013466381,10.471935176822189,6.6959031247581695,-3.6779982881139817,350.0000000000002
-1,7,8,-10,5,-4,3,-2,9,3,8,-7,-8,4,-2,2,18.43371890134191,-11.827255112143089,1.1997260462460602,-2.806189835444873,489.0000000000001
-1,0,-7,-3,-3,8,1,-7,-1,-6,3,8,4,-6,7,8,15.681223187614554,6.855840730242788,-4.366651679583643,-0.1704122382736848,312.0000000000004
-2,0,-8,-7,8,3,7,4,-4,-1,8,7,-6,2,4,-1,14.604380330794783,-8.16147033548295,-0.42358071387214874,1.9806707185603263,284.0000000000004
10,-10,-7,5,-7,-2,3,7,4,10,-8,-10,3,5,-2,-4,14.517733145176107,-14.986611919702755,-5.3989116100382155,1.86779038456486,468.0
-3,7,-5,-8,8,-5,-7,-5,7,-9,3,-2,0,-4,-2,3,-12.196247621623304,-4.1098662158630885,7.034530393873901,7.271583443612502,268.00000000000006
-4,9,-6,8,2,-5,-2,10,0,-8,7,1,-4,9,-3,4,-11.840644241743114,-1.2624342756010891,3.7996122011634834,11.303466316180735,283.9999999999997
-2,-1,-9,2,3,2,-2,-3,-10,-9,-2,-10,0,-6,-6,8,-12.999467560560754,-3.0817027902389387,7.899891858308511,14.181278492491183,441.99999999999994
8,2,-8,-9,-3,-8,8,2,-1,4,1,0,0,-5,-5,-5,7.7005831027366565,3.796195017488963,-9.775068266756861,-5.721709853468759,201.99999999999983
-1,0,-9,-3,4,4,9,-5,-8,-1,-10,8,-4,4,10,10,-15.593146886643828,15.432119953392448,0.9857873618990317,2.1752395713523676,487.0000000000005
-8,2,-5,8,0,-6,-8,8,-9,-9,-6,-4,2,-3,-4,0,7.868192611953363,-13.898828911235723,-11.067728434463431,-2.90163526625419,385.9999999999999
0,-3,0,2,-10,-3,2,-1,5,1,-4,-6,-2,3,-2,-10,-12.368634867553654,-6.238840632899174,2.5069333244550407,-0.8994578240022005,198.99999999999972
-4,-10,-3,-3,-9,8,9,4,-5,7,-9,-8,7,6,-9,4,-16.702481293871053,-8.057940688138478,16.170775296125306,7.5896466858842135,662.9999999999998
3,-3,-10,1,-2,-2,1,-6,-8,5,-5,0,7,-10,1,0,12.267465939848385,2.772599252753488,-12.218173764681993,-6.821891427919892,353.99999999999966
10,-5,7,3,-5,-2,-8,-1,8,-10,-6,-7,-8,6,-3,4,16.624562611150928,-12.86611062494831,3.9113695190999125,-1.6698215053025192,459.99999999999983
-8,2,9,7,2,5,-2,-2,5,10,10,4,-3,-3,-3,-3,-8.37729873097726,-2.9999999999999973,9.203609404748534,6.1736893262287325,201.99999999999943
-8,-6,-9,5,-3,6,-6,-6,-6,7,10,-1,8,2,-3,-5,-13.930777646452762,11.077977328842902,0.3686456076578183,5.484154709952019,346.99999999999955
-7,-6,4,3,-7,-2,-2,-3,-5,-9,9,4,9,-8,10,-1,15.453028326828127,0.6625468332561111,-10.934075724790507,-6.181499435293731,397.0
10,1,-6,7,-2,-5,-4,2,-3,-3,-5,-7,4,1,-4,2,14.664734076044434,1.1275739408048897,-4.197981360956062,-9.59432665589328,325.9999999999999
-8,10,8,10,-7,10,-2,-1,6,-9,-8,7,4,-2,10,-6,-15.374130702878073,-10.287970749318736,11.54630548840581,2.115795963790987,480.00000000000057
8,2,6,9,0,0,9,-2,-9,7,-2,6,10,-5,-1,-7,-12.736654312824829,-4.793637281924525,9.031111991545089,7.499179603204245,323.0000000000001
-2,-6,0,2,-9,-1,5,9,0,4,4,5,9,7,0,3,-13.716345495684356,10.919103353157746,5.581943978440491,1.2152981640861227,340.0000000000004
6,5,2,4,-8,-5,-6,-6,10,-4,10,-6,3,-2,9,3,10.08567370693976,3.8223823229866265,0.9582089080032777,-0.8662649379296836,117.99999999999979
5,-2,10,5,0,10,3,-4,2,-1,-1,-1,2,-9,-7,-8,-11.527418140537542,-1.8676840352345496,8.032409479280814,11.36269269649127,330.0000000000003
-8,-9,-1,3,0,10,1,5,-2,-10,3,0,7,4,1,-4,-12.724508045583148,0.08973990129284118,7.067774341254244,6.566993803036053,255.0000000000001
-7,6,-10,-10,-5,-4,-9,0,-10,3,2,-6,-4,-6,-6,5,-14.734726628453247,-3.30035765508741,8.676408488136435,5.358675795404212,332.0000000000002
-8,9,-1,3,4,-3,-3,-1,6,-1,-2,-3,4,9,-7,-3,-13.580325077685028,-3.724530028804611,6.786480192821459e-15,1.3048551064896268,200.0000000000002
-3,-2,3,-5,-4,-6,-8,1,1,-5,10,3,0,-1,5,-1,13.345655786664624,-8.834896459885774,-0.05713021042664203,-4.453629116352191,276.00000000000057
2,-10,-1,0,0,5,-3,-5,0,-4,-8,3,1,-2,6,-9,7.652961632236823,1.1568432713509613,-12.33658385037079,-6.473221053216997,254.00000000000003
-6,3,6,-9,-6,8,0,2,6,-7,-4,-1,-5,6,10,2,-12.736775786728481,8.598733222840847,0.4450398487452707,3.6930027151423848,250.00000000000014
5,7,10,-7,4,-2,-4,-4,2,-3,-6,-5,0,6,-10,-7,6.425422170036191,3.9393110765932766,-6.878232994400073,-13.486500252229376,285.9999999999999
-2,-1,5,3,-3,4,7,10,7,1,-5,2,-5,3,7,4,-9.429299901858636,10.59496546881993,1.8947019867931427,-2.060367553754438,208.99999999999994
4,7,-8,7,-3,-10,1,-2,2,6,-10,-4,-3,-10,0,-4,0.847375532573023,-3.5820950828819087,-6.988621517417509,-10.276658932273618,168.00000000000028
7,-5,-8,0,7,-7,2,-10,-8,-2,9,8,3,-7,-3,2,-9.978616176072535,13.964204433995079,1.8002747516729563,5.214136990404491,324.99999999999983
10,-3,9,4,-8,-4,-4,-9,0,6,-3,3,-1,-6,5,3,-10.910785280301228,10.620114696624817,0.6571974136720958,5.633473170004321,264.0000000000002
-10,4,9,9,3,-9,9,9,-2,8,6,-4,-9,8,-9,10,-13.0,-10.612907410473891,12.418350996811903,8.194556413661996,502.9999999999998
-9,2,-4,-8,3,9,-2,-5,6,5,-5,-9,-10,-7,-6,8,17.70053450215847,4.959736143467278,-10.786423667261278,-8.873846978364467,533.0000000000005
-7,-1,2,1,-1,-3,10,0,2,-4,10,8,5,-3,8,5,13.930304552379305,-7.262297470626239,-2.0202848552593085,0.35227777350625344,251.0000000000005
-5,2,-4,-6,-6,9,0,-7,3,-8,-4,-6,1,-3,-2,-4,7.627305464969588,-8.741727485125192,-3.061914028480162,0.17633604863576746,144.00000000000023
-6,-6,1,-5,-5,3,8,-7,-5,10,10,-9,-7,-8,-10,8,24.7166057431198,-12.13977071901222,4.356380031413409,-1.9332150555209948,780.9999999999998
1,-2,-10,0,4,6,3,-5,-7,5,-4,3,6,-7,-5,-8,-12.432880187198357,-6.9031872544466495,5.434816894352305,8.901250547292701,310.99999999999994
6,-5,9,-5,-4,4,5,-9,0,8,-9,-6,-10,-10,9,2,13.550137713377499,8.145915328072247,-7.887439010160895,-10.80861403128886,428.9999999999999
5,-2,-6,-8,6,-8,-9,0,-6,2,-10,8,-8,9,10,0,12.13349018662214,-16.943214907145766,-7.3482576747674155,-0.8420176047089919,489.00000000000034
10,-4,0,-5,-9,-7,-3,-7,-2,1,3,8,1,-1,6,9,-9.26957160381313,-0.8724995953616299,11.509924237455934,13.632146961718817,405.00000000000006
3,0,-7,-5,4,5,-6,2,-4,2,-10,8,-10,1,10,1,-14.425043910750404,-4.940747266391117,13.046571418747709,5.319219758393808,431.0000000000002
-8,-8,-7,-7,-9,7,7,4,-2,3,-8,8,8,3,10,-6,-15.526571973098623,-8.383139863808607,-4.14622094086024,13.05593277776747,498.9999999999996
-5,0,6,6,-10,5,3,-9,-8,9,9,10,9,0,-4,6,10.674850892780583,-2.0244223028099313,0.45534236020527247,5.894229049824081,153.00000000000009
-3,-4,-10,-2,-1,-7,-5,6,-7,-5,-6,-10,4,1,-1,10,12.272789418916531,-15.640910036607254,0.8377987521314896,-3.46967813444077,408.00000000000057
-4,-1,-7,6,0,10,10,-3,-6,9,3,0,8,5,7,-7,-14.817094233626726,16.46036584436223,2.7712821618773256,-2.414553772612842,503.99999999999943
-2,5,-7,6,5,-10,-10,-10,-2,-9,3,-7,1,8,-4,6,13.272121598635305,-10.782442915367508,-0.8055834243918245,-4.684095258875965,314.99999999999983
0,-9,-1,-9,2,-9,5,3,-3,-2,10,-4,-3,8,-5,-4,-12.468276354457618,10.693024929353522,2.4250010658169683,-3.649749640712875,289.0
5,0,-4,-6,6,0,-7,-7,3,2,-6,-3,-8,-8,-9,0,12.870012376203245,-9.460388555123965,-0.4524650982989772,-3.957158722780298,271.0000000000001
10,7,-1,-9,8,4,-7,-7,9,-1,2,-2,10,-3,-9,-2,-2.8574545329602703,9.616341290069101,2.3667477670363253,4.874365475854842,130.0000000000001
-2,-4,7,-2,8,7,6,8,3,-1,-4,-7,-4,2,-8,1,7.7444449462661575,6.163985892501128,-2.2715881051928952,-9.636842733574401,195.99999999999994
9,2,8,1,3,-5,0,4,7,-8,7,6,-10,6,7,-4,-13.454489861553586,14.093386594899366,5.0675253304865375,1.2935779361676818,406.9999999999999
7,-4,-6,0,-1,-10,-6,10,-10,-2,7,-3,-8,7,2,3,13.640672688627163,9.588193287720248,-1.8970962335844144,-14.331769742763004,486.9999999999999
10,7,-6,6,4,0,-5,4,3,-6,-6,4,8,7,-3,-4,14.915304433887007,0.8516469864080205,-5.382474659563918,-10.384476760731122,359.9999999999997
-6,-9,6,-5,5,10,-1,-1,8,10,9,3,-6,-5,4,2,-8.989949602950809,11.992957622655709,7.479351369642153,4.517640610652977,301.00000000000006
-10,-1,3,-8,5,5,0,-3,6,0,-4,10,-6,0,7,9,-16.304769696003934,-2.183423915882207,4.635382579147785,13.852811032738376,483.99999999999943
-8,4,-9,0,5,-6,-4,0,-3,3,9,-5,-1,0,-10,-8,11.85415790432818,-1.914224079549734,-13.43139555115215,-9.508538273626305,415.00000000000034
2,-7,-7,-10,-10,-10,0,8,0,-4,2,-4,-9,10,-3,-6,12.88089843666605,5.121724089212706,-13.302529551964108,-16.70009297391466,647.9999999999998
10,6,2,-5,6,-8,-3,7,-4,2,2,0,-2,10,7,-9,-17.609586656472665,11.601885471060934,-1.469849038066822,2.4775502234785627,452.99999999999955
3,0,-2,2,-3,-7,-8,-1,6,1,4,7,10,7,10,8,13.455761670856916,3.3273235500759686,-0.3110951563798731,-8.47199006455301,264.00000000000017
-5,-10,-2,3,-8,6,-4,9,0,1,-6,-1,8,8,-10,10,16.18714351454587,8.764456322333514,-13.376352975511484,-6.575246861367916,560.9999999999999
-6,-10,5,5,6,8,4,-2,9,1,8,4,2,-4,6,10,-6.485308860092568,4.864038711858978,7.167680573488693,14.453589574744916,326.0
-5,6,-1,10,2,3,5,8,-9,-5,-10,-10,7,3,-2,-6,7.717981586160006,-0.04414634532112615,-12.181973596467795,-13.491861644371088,390.00000000000034
-10,8,7,7,9,-9,0,1,6,10,-7,-4,5,7,10,8,11.998972097557296,-16.193494636384766,-3.4027532950488593,-10.402724166123647,525.9999999999995
-9,10,-3,1,5,-3,2,-5,-5,2,5,0,-8,-1,-1,8,-13.239052138727434,-1.5554457551679746,9.967877488073983,5.82662040582143,311.0000000000003
5,-6,-9,3,-4,-4,-8,1,-4,-4,-6,4,9,-4,9,7,-15.537133444251005,11.718048597026135,6.931603287378027,-1.1125184401531492,427.99999999999994
-4,-7,-2,-8,-8,-1,-3,1,-2,-5,9,-3,-8,-4,-4,-1,-15.128954394808032,11.582644865220603,5.338341513905478,1.207968015681959,392.99999999999966
0,8,8,-3,10,-7,-10,5,-1,2,-4,2,3,6,-1,7,8.334372356618115,4.966720392199732,-11.12097354550184,-6.180119203315997,255.99999999999977
5,-9,-6,3,-6,10,8,-5,-5,-10,-4,9,-8,-2,10,3,-7.0264019327085245,-1.522528199285166,12.703530969593487,9.845399162400199,310.0
3,6,9,6,-10,8,-10,6,10,-10,1,-5,8,0,-1,3,15.514306610176504,10.548950468564556,-9.764128144925579,-1.299128933815503,448.9999999999992
-10,0,-2,-9,-7,-4,-5,-8,-9,-4,-7,-9,-10,-10,6,2,-19.109202534136582,8.158081727669979,-6.563322510368435,-1.4855566831649514,476.99999999999983
7,1,3,3,-8,8,6,-3,7,-7,-9,-8,5,-4,-1,1,10.988463363754963,5.8108273164746995,-6.3954578089270795,-3.403832871302591,207.0
4,-1,-6,-8,9,-5,0,-9,-4,2,7,6,-6,-1,3,-7,12.754363850119473,2.255167924356573,-4.607129459311992,-11.402402315164053,319.0000000000001
7,-2,5,-10,-6,1,1,-5,-3,-8,0,9,-1,-1,4,-8,9.479885550678297,2.607845065804201,-2.5600241572645417,-9.527706459217953,194.0
5,-2,2,-5,-6,-8,2,6,8,4,-10,-10,-3,-1,1,7,10.177152157595401,2.548123500920196,-12.7252756585156,-6.000000000000002,308.0000000000001
-10,4,9,4,9,-3,5,0,5,4,5,6,3,2,4,5,14.554382468405546,-14.068973155872241,-4.671860359260989,1.1864510467276832,432.99999999999983
8,3,0,-10,7,3,1,-2,4,-1,9,-7,-2,1,-6,-10,13.83546036488659,8.155990812233892,0.49127678910914757,-12.482727966229628,414.00000000000006
-8,-3,-6,-4,10,5,4,10,-10,0,3,-8,-4,8,-6,0,-15.899462215020975,-2.643288403180081,11.945634781023161,6.597115837177883,445.9999999999995
-5,-4,8,-3,4,-5,-3,-10,1,7,-8,10,-4,0,6,9,10.225847727324734,-1.4107404288633945,-6.10105888956222,-11.714048408899112,281.0000000000001
-7,-3,-10,-8,0,10,1,-2,-4,0,5,-10,-1,0,-10,-10,-18.023775909625147,-4.893425486692781,11.561603834768173,9.355597561549743,570.0
5,7,-6,0,4,0,9,-9,7,-2,2,8,-1,-9,9,6,-6.262865973874387,-2.1063390961333868,6.500203967505591,14.869001102502173,306.9999999999999
2,-7,0,1,0,-6,7,4,-10,3,6,3,2,10,5,1,12.89355379924257,0.888422732167845,-3.4109041118038244,-7.371072419606584,233.0000000000002
-4,-2,1,-2,-3,10,-2,-4,-3,0,9,-3,2,5,-1,0,-2.274302954213337,-0.16025399771626414,7.335255199454214,10.099301752475391,161.00000000000014
8,-4,-8,-10,4,2,-4,-7,-7,0,-4,1,-10,6,0,-3,11.697848275060133,5.307473198454569,-10.602421783904331,-3.402899689610367,289.00000000000034
-2,3,-4,2,10,5,5,-1,-6,-5,0,4,1,1,0,5,-5.691189888239277,7.837066158437729,1.6910664437198972,4.163057286081652,113.99999999999989
0,-9,9,9,3,9,5,9,10,7,3,4,-3,7,-7,-7,-12.405175680113542,-0.8312900381040971,5.23646571821763,13.000000000000002,351.0000000000001
1,3,-2,-4,-4,7,-5,-10,4,-6,6,5,-6,-7,-9,0,-6.031527452784214,3.2070531692159974,5.601185817376502,11.223288466191732,204.00000000000006
-10,-1,0,4,-10,1,0,3,0,-8,9,4,7,-8,10,-7,-13.581485280679752,10.768705289278246,1.7672084492896964,-5.95442845788819,338.99999999999966
8,-2,-5,6,-5,9,-1,9,7,8,9,-4,9,6,8,-5,13.94722181384558,10.79583152331272,-4.947221813845588,1.2041684766872793,336.99999999999966
-4,-10,-10,-10,-9,-2,-2,-9,-10,5,-4,-9,-4,-6,-10,-1,-23.781009692356367,12.649982899078722,4.5058358317098,-4.374809038432155,764.9999999999993
1,5,-2,2,-1,-10,-3,1,-6,-1,5,-6,8,-8,1,3,8.686567784613281,0.7309256919655782,-1.4174934765788398,-9.0,159.00000000000023
6,-4,1,-1,-4,8,-10,1,0,-9,-6,3,-4,0,6,6,14.48903284641219,8.468602518446408,2.8092233059045846,-11.76685867076317,428.00000000000006
-7,-6,10,0,1,8,10,3,8,10,-5,-6,6,9,-4,-4,-20.784307404389622,12.832341486358965,-1.940057758295876,1.892023676326539,603.999999999999
-5,8,-5,10,9,5,7,-1,-8,9,-2,-6,4,-4,2,1,-17.789386978910066,11.338101205180847,4.861867791015675,0.5894179827135401,469.0000000000001
-9,-7,10,8,4,3,-6,1,6,-9,2,9,6,-1,9,8,18.81299417286255,-12.621087880456733,-7.027949621601578,4.836043329195768,586.0000000000007
