a,b,c,d,e,f,g,h,i,eig1,eig2,eig3,sum_squared
-3,-3,1,-7,5,-9,-7,-7,0,-8.089331837201026,-0.9413762616328909,11.03070809883391,188.00000000000006
-8,7,0,4,-8,1,10,1,6,6.465981611600004,-12.956697326196677,-3.509284285403334,222.00000000000028
-10,0,4,-2,-4,0,7,-4,7,8.63814661736206,-11.29086018318097,-4.347286434181094,220.99999999999994
10,-10,4,-9,5,-4,3,-9,7,20.56837003111465,4.3156324853195125,-2.8840025164341867,449.9999999999991
-10,5,-2,-8,2,-9,7,-9,-3,5.203198051906059,-6.021344657132394,-10.181853394773665,166.99999999999983
5,-5,-9,-8,-2,8,-1,2,9,-5.839362823819248,4.083339362805488,13.75602346101376,240.0
-10,1,-6,0,1,5,-10,10,7,13.417014704279264,-13.672631144834279,-1.7443835594449906,370.00000000000034
-9,-7,4,-8,-7,-7,4,0,6,-15.353964690161126,-2.796741220351768,8.150705910512912,309.99999999999943
4,10,-8,-1,-7,2,-9,-5,8,13.611874208078342,-1.999999999999998,-6.6118742080783415,233.0
-8,-1,-5,7,2,0,-7,-3,-8,-13.06725586392714,2.4329225336703795,-3.365666669743235,187.9999999999999
1,2,0,-2,-7,0,-3,7,-8,-8.0,-6.464101615137754,0.4641016151377546,106.0
7,-7,10,-2,2,8,1,5,-6,-10.700945001659255,8.927950431183849,4.772994570475415,216.99999999999986
10,9,-9,-7,-4,8,-8,0,8,13.503723591787033,3.0343815549231534,-2.538105146710177,198.00000000000023
2,-7,10,7,5,7,5,10,-2,11.248617600315118,0.6800302439075964,-6.928647844222709,175.00000000000006
-6,2,0,-8,2,9,-5,4,-9,2.2982796675055623,-3.25032009561145,-12.047959571894108,160.99999999999994
-2,-10,6,-4,9,-1,10,-10,7,-7.39567602317276,16.63149202559759,4.764183997575162,353.99999999999994
3,8,7,2,-4,-9,-4,-1,6,6.523886906905736,1.6126916736123835,-3.136578580518125,54.9999999999999
10,-6,-2,-7,9,4,3,7,-1,16.69032455929166,-3.255113764351762,4.564789205060095,309.99999999999983
-6,-4,4,0,1,6,6,6,-7,-13.776047948251213,-1.8178335396988237,3.593881487950026,206.0000000000003
-9,-1,-6,-1,-1,0,-1,0,-5,-10.250785177626463,-0.8508156721969268,-3.8983991501766098,121.00000000000001
10,-1,-3,0,9,8,-4,10,1,-5.252572394486698,9.498645155557101,15.753927238929597,366.00000000000006
10,-5,1,-6,2,6,-2,9,10,15.812210981331805,10.123461260282333,-3.9356722416141547,367.99999999999943
-3,-8,-1,-1,8,-9,-2,-10,-1,-8.868079585718121,-1.0680741875194724,13.936153773237587,274.0000000000001
7,-10,1,-6,0,9,3,4,-9,-13.784180911448818,11.747126609480102,0.03705430196873156,327.99999999999983
-9,4,-9,9,9,5,0,6,-10,11.068345918957624,-5.556516947967693,-15.511828970989916,394.0000000000001
5,5,9,10,8,-1,-9,-8,-4,6.797361664167763,3.378385985915064,-1.175747650082816,59.00000000000011
1,-2,7,-2,-10,-5,8,-10,-3,8.741564171213678,-5.984507259158659,-14.757056912055017,330.0000000000001
7,8,6,5,5,-10,3,4,-7,11.573185574954191,-4.601505588061047,-1.9716799868931474,158.99999999999977
9,10,0,7,6,-2,10,3,-8,15.37768802997262,-8.515152053548979,0.1374640235763583,309.0000000000004
6,6,-7,3,-6,-7,-5,7,10,13.188240253262762,-0.8913110963973134,-2.2969291568654526,179.99999999999986
3,5,-1,6,4,0,-3,-3,-4,9.226812023536851,-1.9999999999999996,-4.226812023536854,106.99999999999991
-2,4,3,1,6,6,2,-3,-1,-2.5979898266684693,3.9351515510354944,1.6628382756329787,24.999999999999975
-1,-10,7,-1,-4,-3,0,-5,8,-6.4334181327300115,-0.03284050680511001,9.466258639535127,130.99999999999994
1,5,0,7,-9,6,6,9,10,13.478098628139778,1.7598667179805088,-13.237965346120278,360.0000000000002
-1,9,-6,5,-9,-2,0,-9,7,-12.60831860377796,-0.2885025163438935,9.896821120121853,257.0000000000001
-9,3,-7,-3,-3,-10,-10,-7,7,-12.024048849431363,-7.252584675174798,14.276633524606149,401.0000000000002
8,4,3,-4,-2,1,6,7,-9,-10.91177606799205,6.839899369529381,1.071876698462686,166.99999999999977
-2,-6,9,2,-9,2,-3,-1,9,5.922616289332554,-0.9999999999999999,-6.922616289332561,83.99999999999983
-6,-10,0,-3,10,-6,-9,-2,-5,-11.626463597122743,0.14774634536858455,10.478717251754151,245.00000000000017
0,-1,1,-8,-4,7,1,0,-9,1.4425064417001217,-5.144455324282021,-9.298051117418105,115.00000000000004
10,-1,2,2,4,2,-2,-5,-8,9.293273204902276,3.654884355631616,-6.948157560533905,147.9999999999998
-6,4,-6,1,-1,-3,-10,-8,5,11.318667021761982,-9.914662313950878,-3.404004707811096,238.0000000000001
10,0,-6,1,7,-6,4,1,-10,-8.319657002870944,8.763767361104387,6.555889641766554,189.0000000000001
3,-7,8,-4,5,-3,4,9,-6,-8.539684058622887,7.210373676967201,3.3293103816556897,135.99999999999974
-10,1,-2,8,7,-4,0,0,9,-10.45823643358446,7.458236433584458,9.0,246.00000000000003
7,0,3,-7,-8,3,9,-8,10,13.916748540899125,0.11426075439999153,-5.031009295299115,219.00000000000006
5,1,3,10,10,-2,-5,-3,5,6.000000000000001,9.999999999999996,3.9999999999999996,151.99999999999994
8,-9,-5,-9,8,8,2,6,10,-2.1157016787545544,8.301225701236259,19.81447597751831,466.0000000000004
7,2,-8,7,0,0,-6,-8,-9,12.16060748214593,-5.368838939583752,-8.791768542562174,254.00000000000017
9,0,-6,-5,-4,-8,-8,-9,9,-9.461389784466299,6.570089402706435,16.89130038175987,417.9999999999998
2,-5,-7,-10,-8,1,-8,7,3,12.937987962949311,-5.895502081680891,-10.042485881268409,303.0000000000003
5,8,-1,4,3,-8,-7,-3,-10,12.025497948574225,-4.0946928802317855,-9.930805068342448,259.99999999999983
9,4,-4,1,-8,-6,-3,0,8,12.579061735574395,4.389561476525251,-7.968623212099651,240.99999999999983
1,9,-4,3,-9,1,-2,1,-5,3.7810328827740296,-11.847556941078183,-4.933475941695842,179.0
-5,8,9,-5,6,6,6,10,-1,-11.076763909405045,1.935747367143562,9.141016542261498,209.99999999999972
0,4,1,5,7,-4,3,-2,-5,9.321825380496472,-0.3218253804964771,-7.000000000000002,135.99999999999994
-4,4,-4,1,-4,-6,4,-4,10,10.169513861154185,-0.9855223908884672,-7.183991470265715,156.00000000000017
-9,-9,8,-2,-9,3,4,1,8,9.606418523815789,-14.67716553375601,-4.929252990059782,331.99999999999983
4,-5,-1,-1,-8,-2,-6,-4,8,8.977136234790946,4.183203853834078,-9.160340088625043,181.9999999999999
5,-5,-10,2,-5,-5,-5,1,-2,7.999999999999994,-7.236067977499793,-2.7639320225002106,123.99999999999996
-3,-4,-1,-7,-2,-6,-4,-7,-10,-15.282971745588792,-3.559239604671762,3.842211350260545,261.0000000000003
1,4,6,7,10,10,6,1,5,15.859813282969201,-3.280764477288589,3.420951194319397,274.0000000000003
7,2,9,5,5,-8,7,0,2,-4.857793107531759,12.789972696995957,6.067820410535805,223.99999999999997
1,-1,-2,-8,-10,3,-3,7,10,-11.20618336442945,0.1480098926946446,12.058173471734811,271.0
0,-4,4,-10,-9,-10,4,-7,-7,7.542101755305606,-6.871998745656523,-16.67010300964908,382.00000000000006
3,-6,10,-10,4,-4,5,3,4,-7.239315215156152,12.140916075228208,6.09839913992794,236.99999999999991
6,3,8,7,-3,7,5,0,6,13.476757967061449,0.1445093635621207,-4.621267330623567,203.00000000000003
7,8,7,3,6,-3,4,6,10,14.0,1.6277186767309848,7.372281323269014,253.0
8,5,-3,7,-8,-7,10,-6,-7,-14.920222194382703,6.877473764572065,1.0427484298106529,270.99999999999983
-4,9,-10,3,-5,2,-10,10,9,14.510337906445148,-14.33242621720455,-0.17791168924062212,415.9999999999997
3,3,-7,-4,9,0,-9,7,-1,-6.0679691742385655,6.240301497183848,10.827667677054729,193.00000000000017
-10,3,-1,7,-4,8,-7,3,-2,-14.724245460244859,-2.424329172897377,1.1485746331422237,224.0000000000004
2,3,1,10,9,-9,1,-5,-7,13.49711834380256,0.6703968158925192,-10.167515159695085,285.9999999999998
8,-10,-7,-4,9,-10,0,2,-8,14.574997475869646,0.45511981428631587,-6.030117290155955,249.00000000000034
5,-2,-4,3,-9,2,-4,8,-9,5.334313001859698,-13.775387624317105,-4.558925377542599,239.0000000000002
-5,1,-9,6,1,9,-2,3,-8,-13.626621529757355,-0.766600132010498,2.3932216617678495,192.00000000000003
-8,5,-5,-3,2,-3,-3,-4,-6,-10.764982043070844,-3.0000000000000018,1.7649820430708336,128.00000000000023
9,-10,2,-3,0,9,-4,8,10,17.045773535324333,7.163069263737416,-5.208842799061738,369.00000000000045
-9,1,-7,3,5,10,-7,1,8,-11.98455130385223,4.629420477183064,11.355130826669162,294.00000000000034
8,1,4,-8,8,4,9,-4,-7,-7.588723439378912,9.999999999999996,6.5887234393789145,200.99999999999994
-9,-3,5,-2,-8,6,2,5,-6,-15.104075870464365,-6.564647293216616,-1.3312768363190088,272.99999999999966
1,8,-10,3,-1,-10,-7,-1,-8,10.2736184954957,-8.273618495495704,-10.0,273.99999999999994
5,7,1,10,8,-2,9,-6,-6,-9.01247793456775,14.991062396563223,1.021415538004536,306.99999999999955
-3,-6,-6,-6,0,-4,-9,6,0,-10.178908345800275,5.99999999999999,1.1789083458002727,140.99999999999994
7,8,5,10,-8,6,-8,2,-5,-13.610738484819631,7.532709296368689,0.07802918845095942,241.99999999999977
-2,-8,10,-6,9,7,10,-1,-10,-18.025146040329165,3.690492208734987,11.334653831594167,467.0000000000001
-5,-4,-8,-1,10,-5,-9,-9,-5,-15.08697070255204,2.5148189012862843,12.572151801265754,392.0000000000001
-6,8,9,10,4,6,1,2,9,-11.17582355019406,4.348677284642207,13.827146265551857,334.99999999999994
8,5,-7,9,5,-4,2,1,-10,12.59684028692812,-0.42406630322540095,-9.172773983702717,243.0
-2,1,5,-3,4,6,2,3,4,-3.9572850094217813,1.756365904636204,8.200919104785582,86.00000000000006
-2,10,1,8,-2,2,7,-7,9,-10.522995275200657,9.13715734863964,6.385837926561047,235.0000000000002
-5,2,6,4,-2,-5,6,-6,-8,-15.507560842897671,-0.1859625143702418,0.6935233572679078,241.0000000000002
5,-9,9,-8,-2,8,3,3,6,-10.616307753332844,11.524872366954188,8.09143538637865,310.99999999999994
-6,-9,4,-2,-2,-10,1,2,9,-8.081062927160588,1.502146199682259,7.578916727478331,124.99999999999996
2,3,-1,6,6,3,6,8,-8,9.610932494342618,-0.4785178488319151,-9.132414645510703,175.99999999999994
-7,0,5,2,7,0,0,-2,-9,6.909623668501301,-6.421997735441206,-9.487625933060107,179.0
-9,7,-6,6,10,-1,-7,-5,-1,-13.455128963165514,13.377348571193348,0.07778039197216065,359.9999999999996
10,4,0,5,-4,6,-8,4,-7,10.686019732102142,-11.78133680617417,0.0953170740720225,253.0000000000002
-10,-1,-1,-1,-4,4,-1,5,5,6.945295870823166,-10.167714570240857,-5.777581300582312,184.99999999999994
-7,8,9,8,-8,9,2,9,7,-15.639494257662154,-6.529776606784156,14.169270864446311,488.00000000000017
-7,0,10,-1,5,7,8,10,1,-14.298448988884825,0.24102725351448023,13.057421735370342,375.00000000000006
-10,4,5,-1,9,-7,0,5,-6,-10.077068963994614,5.5831917227475705,-2.5061227587529546,139.0
8,0,7,4,-9,2,1,3,-10,8.642600387721545,-8.51945850949673,-11.12314187822483,270.9999999999999
1,2,-8,-8,-10,0,-7,0,-9,4.1321687612368745,-11.132168761236896,-11.000000000000002,262.00000000000057
8,1,2,6,8,-7,-5,-8,0,12.049191417592176,8.260805708568165,-4.309997126160348,231.99999999999977
1,1,7,3,0,10,6,5,-8,8.01489115698849,-1.260924886400045,-13.75396627058845,255.0
-10,10,-1,-1,5,0,8,9,2,-8.423172925063525,0.7952415579143866,4.62793136714913,93.00000000000014
-2,-1,-8,-5,2,3,-7,-1,8,-6.496294058464142,11.760734579143548,2.7355594793205964,188.00000000000006
8,7,-9,10,2,3,-8,5,3,-9.664112749070291,15.847248586499767,6.816864162570524,391.0000000000001
-9,4,10,10,2,9,0,3,6,-10.962405731799153,-1.545699025079196,11.508104756878357,254.99999999999994
4,3,8,-9,-7,-3,1,2,7,-4.707711570861656,2.9529040794615877,5.754807491400074,64.00000000000003
10,-3,-2,7,-3,-4,-3,4,8,0.2635748110551184,8.45205175327154,6.284373435673335,110.99999999999994
8,7,-9,8,6,7,-7,7,-6,-14.183088475536383,14.612573500524302,7.570514975012077,472.0000000000001
10,-7,-10,4,2,6,-5,9,2,-6.627649705627734,11.603067496859365,9.024582208768361,260.0000000000001
1,1,-4,5,1,10,-7,-1,6,-3.325589792656759,7.7611228563017205,3.5644669363550383,84.00000000000007
4,-3,3,7,-3,3,5,8,-4,5.082762530298224,-1.0000000000000022,-7.082762530298219,77.00000000000004
6,-6,2,7,7,8,7,9,9,13.6776467048762,8.179335332342792,0.14301796278100318,253.99999999999994
-6,-2,-4,-7,-3,-9,-6,-8,-6,-16.741743424058058,-2.227288390788867,3.969031814846898,301.0000000000009
-9,3,6,2,2,2,7,-10,10,-11.495351507597956,8.62595113491012,5.86940037268784,240.99999999999994
-5,-5,-7,-3,-2,-1,-3,-9,9,-9.752278917678286,1.643231118681358,10.109047798996933,199.9999999999999
-4,1,-9,-4,10,-6,1,-7,10,-4.424428900898054,15.000000000000018,5.42442890089805,274.0000000000005
10,8,-8,6,-7,-2,-9,-1,9,19.45972355173788,2.0794162152312268,-9.539139766969106,473.9999999999999
-2,-3,7,0,8,7,8,6,9,-7.060166537893068,16.12069102330292,5.939475514590153,345.00000000000034
6,4,5,6,-3,-4,10,-7,-4,-12.728416147400479,10.000000000000002,1.7284161474004796,265.0
0,-8,-9,-10,-5,3,-7,5,-1,12.574361883624958,-11.672758809720971,-6.901603073904002,341.99999999999994
-4,0,-1,10,-8,8,-9,1,1,-9.176947742125389,-4.727405475223616,2.904353217349006,115.00000000000001
10,-7,-7,-9,5,-6,4,-6,1,14.235417851420504,6.530122672164988,-4.7655405235854875,268.0000000000002
-2,0,-5,4,10,9,-7,4,7,-5.805364569101873,5.666325837175129,15.139038731926748,295.00000000000006
7,-10,7,-4,6,2,-1,3,-10,12.571042248961378,0.653526214397997,-10.224568463359367,263.0000000000002
5,6,2,-8,-8,2,6,3,-6,1.6457513110645925,-7.000000000000002,-3.6457513110645903,65.00000000000003
1,5,-5,-2,5,-7,-5,8,-10,3.358898943540675,-5.3588989435406695,-2.0000000000000058,43.999999999999986
8,-1,5,8,0,5,-1,4,-8,7.975083600175595,0.8393134057017386,-8.814397005877343,141.99999999999983
-1,1,-2,8,-10,2,-4,9,10,-12.206214857453217,0.25433686260650407,10.951877994846717,268.99999999999994
-4,-5,1,-7,9,-1,8,-9,-7,12.066751770892655,-5.381596692015261,-8.685155078877392,250.00000000000037
-9,8,3,4,-9,2,9,9,0,5.232449274859038,-14.677933713385144,-8.5545155614739,316.0000000000002
-2,-1,8,-7,10,2,-1,2,1,10.00950572956464,-2.7741409035276505,1.7646351739630115,111.00000000000004
10,0,4,2,-8,-8,9,0,10,-8.0,16.0,4.0,336.0
-6,9,8,1,7,-7,-3,3,5,-0.16227766016844436,6.59472476627343e-14,6.162277660168377,37.99999999999999
9,-3,-6,-2,-9,-3,-4,7,10,14.260592790074453,3.681724243873966,-7.9423170339484175,280.0
-7,-1,-4,4,2,-3,-2,-2,-6,2.6528432574817273,-8.919548254694444,-4.733295002787289,109.00000000000009
-8,-8,7,-10,2,-6,-7,-8,8,-11.227916846582383,0.43152398222421434,12.796392864358173,289.99999999999994
10,-3,-9,-1,10,7,1,3,-9,-9.601283320899382,8.48282410114459,12.118459219754792,311.0000000000001
4,-9,10,-2,-3,0,2,-4,8,11.83487538246731,1.816558711393406,-4.651434093860718,164.9999999999999
-4,-8,9,-1,4,1,5,8,1,-9.805924639004328,4.923463454932357,5.882461184071968,154.99999999999997
10,-9,-3,2,-10,-9,3,-7,-5,-14.498927679002566,9.313797450971457,0.18513022803111773,297.0
2,-2,5,-10,-2,-4,7,5,-4,-8.44822324286431,4.74742086026397,-0.2991976173996616,93.9999999999999
-2,8,4,3,-6,7,1,-5,9,-8.038470602468657,3.6428749423059226,5.395595660162728,107.00000000000004
10,0,4,-7,3,-6,10,0,9,3.0,15.844288770224761,3.1557112297752408,270.0
0,4,-4,-1,-6,4,-9,2,3,7.060398684275138,-1.526989415812621,-8.53340926846252,124.99999999999991
1,9,4,3,8,8,10,-1,-10,-9.372987967631515,-4.760394659885582,13.133382627517095,283.00000000000017
8,3,4,10,5,4,-5,-5,-5,9.047115685009091,1.8849138879883143,-2.932029572997404,94.00000000000007
-4,6,4,9,-1,-4,9,-8,4,-13.816653826391965,5.0000000000000036,7.816653826391968,276.99999999999994
2,2,-5,3,-6,10,-10,-2,-8,4.82207181612177,-10.78343693937756,-6.038634876744189,175.99999999999972
-10,-2,-6,-9,3,9,2,1,-2,-9.631431044576066,-4.686093323097258,5.317524367673327,142.99999999999994
-5,-7,-1,-6,-7,9,-7,2,5,9.30943961215367,-10.736911111578848,-5.572528500574807,232.9999999999997
6,-8,1,-9,-9,1,10,-6,5,-12.701377893766198,10.85851901774518,3.842858876021024,294.0
-9,4,0,7,-10,-7,-7,-7,7,10.166272035263493,-6.901323914346424,-15.264948120917074,384.0000000000001
-10,-4,3,5,4,-6,2,-6,7,-8.815633902826454,-1.5385488632989146,11.354182766125373,208.99999999999997
-10,-3,-10,-4,-5,-3,-6,4,9,11.451325626520589,-13.340462827018492,-4.1108627995021,325.9999999999996
-7,1,-1,-1,4,0,-4,-1,8,-7.179951987661186,8.243191524614085,3.9367604630470963,135.00000000000009
-6,-1,-8,0,-6,1,1,2,3,2.2588452611840886,-5.121082302473924,-6.137762958710167,69.00000000000001
-10,4,10,0,-1,5,-2,1,4,-8.775548331871095,2.9388062885008615,-1.1632579566297794,87.00000000000024
-1,-2,6,-5,3,-8,7,-4,-2,10.337529918818085,-1.8745873104113568,-8.462942608406717,182.00000000000023
4,4,-1,7,4,1,-10,2,6,-2.5947334770714363,9.634297663349543,6.960435813721901,148.00000000000014
-9,7,6,5,9,7,10,9,5,18.513464690196315,-12.628050817054119,-0.885413873142206,502.9999999999996
5,0,0,-8,8,-1,-9,6,-8,-7.615773105863909,7.615773105863909,5.0,141.0
-8,-3,5,1,8,-10,8,-7,6,-10.122327179537493,-0.4703595927693478,16.59268677230684,378.0
6,4,-2,5,-5,6,-4,6,3,-9.972227671783955,7.672809622257247,6.299418049526716,198.0
4,9,10,7,8,7,3,9,-6,18.267066730213344,-3.045345385710091,-9.221721344503258,427.99999999999994
-8,-3,-6,10,6,10,3,3,-7,4.52079728939615,-5.999999999999993,-7.520797289396153,113.00000000000001
4,-9,10,-7,6,-8,10,5,1,16.105764316683405,-6.197737515326999,1.0919731986435925,299.00000000000006
1,2,-6,5,-3,3,-3,7,9,-7.603355896382093,3.7973964672913776,10.805959429090718,188.99999999999997
-10,-2,10,3,7,-10,9,0,-9,-18.49753095958761,-0.9185114556699585,7.416042415257601,397.9999999999989
0,9,-2,0,-2,2,-2,3,5,5.659651273641976,1.2616483657565114,-3.921299639398485,49.00000000000001
6,4,0,1,0,7,1,-3,10,8.561552812808834,4.438447187191175,2.9999999999999916,102.00000000000006
10,-5,9,-4,-7,-3,7,-1,9,18.283690960642314,1.755309755695872,-8.039000716338174,402.0000000000002
6,9,4,7,-2,6,0,-5,1,9.087766593634353,-4.877395294110205,0.7896287004758509,107.00000000000007
6,10,-3,5,9,-8,6,-6,3,-4.343246513089808,8.211397137294604,14.131849375795197,285.9999999999999
3,3,0,9,2,-2,9,-9,1,-5.226812023536855,8.226812023536851,2.9999999999999996,103.99999999999993
8,-1,-2,5,-2,-5,-6,-7,9,13.588385506987667,5.571989095504749,-4.160374602492407,233.0000000000001
9,-4,4,-10,-9,-8,10,-6,5,16.93401641587362,0.5532952405137757,-12.487311656387378,443.00000000000057
6,7,5,0,-8,-1,7,5,-2,8.873467644359195,-5.341633970721118,-7.531833673638083,163.99999999999991
8,-1,8,8,0,2,10,-9,3,-5.980902046392874,9.216155355848045,7.764746690544832,180.99999999999997
9,7,5,-7,-10,-8,1,-8,10,-10.033213723484877,5.089248165129487,13.943965558355382,321.0000000000002
6,-1,-2,-1,-10,5,-4,-8,6,7.981236081725688,0.7784851731053816,-6.759721254831076,109.99999999999997
-8,-10,0,-6,-8,0,-10,4,-4,-4.0,-0.25403330758516685,-15.745966692414836,264.00000000000006
-2,-9,-2,2,9,9,1,-1,-6,3.867778058888841,3.2526991426513523,-6.120477201540191,63.00000000000002
9,10,2,3,1,0,7,-9,-8,12.145993346985327,-9.256551090280679,-0.8894422567046485,234.00000000000009
1,5,-6,2,2,1,-8,1,9,12.999999999999998,-4.6533119314590365,3.653311931459037,203.99999999999994
6,-3,-8,5,-9,-10,-3,-8,6,13.4732508193258,1.641856290439338,-12.115107109765132,331.0000000000002
8,5,9,-1,4,-4,5,6,9,11.980661491607163,2.4133013643650063,6.606037144027832,193.00000000000017
2,-1,-2,-4,1,-10,5,-7,3,9.903768823618769,2.308142441051292,-6.211911264670057,142.00000000000006
6,1,4,1,-8,-1,9,6,3,10.661619966235202,-2.5225195432468666,-7.139100422988347,170.9999999999999
2,2,-3,3,-9,8,-9,1,9,11.520160795327957,1.154696202738555,-10.674856998066518,247.99999999999983
1,9,-9,6,9,0,-2,7,-5,12.161733086065755,2.6419558851450837,-9.803688971210832,251.0000000000001
4,-2,-8,1,8,4,-8,9,7,-3.935183653120461,6.645610645809344,16.289573007311127,325.0000000000002
-9,7,-7,8,-6,6,-9,4,-5,-20.672546712601143,0.7943415144427125,-0.1217948018415468,427.9999999999991
-7,8,6,0,3,0,8,6,-7,-0.07179676972449123,-13.92820323027551,3.0,203.00000000000003
-9,2,-6,5,-10,10,-1,5,2,-15.903388350570888,-6.182174851240366,5.0855632018112695,316.99999999999955
10,-9,-7,-10,0,-2,-5,-10,-3,-12.193828765977088,15.346219066043917,3.847609699933171,398.99999999999994
-3,-7,-7,-10,-3,7,9,8,0,-10.314274001481968,-1.6051277256187753,5.919401727100737,144.0000000000001
-6,-3,-8,8,-2,10,3,10,9,11.669650227592086,-1.3411710491528568,-9.32847917843923,225.00000000000006
-9,4,-7,-9,-2,-7,-6,0,-7,-10.889617509264916,-4.588985451105563,-2.5213970396295267,146.00000000000009
-7,4,-6,-8,5,-10,-10,-10,-8,-17.335150018828536,-2.102622600951845,9.43777261978037,394.0000000000005
-6,8,-4,10,3,1,-1,-1,-7,8.639152104686021,-11.733706881574141,-6.905445223111868,259.9999999999998
7,-5,9,-7,-6,3,-2,4,-10,7.655379359105643,-3.5478185479051185,-13.107560811200523,243.0
9,-10,3,-8,6,6,-2,9,9,18.366409103966234,9.916314566725191,-4.2827236706914125,454.00000000000045
5,9,-7,-1,-1,-3,-10,-8,1,12.766890392317107,-5.269846387630124,-2.4970440046869693,197.00000000000026
8,3,3,9,-3,-2,3,1,2,10.96250622575986,-4.894389691859994,0.9318834661001301,144.99999999999983
-5,3,4,-9,7,-1,10,-4,-6,4.9398320460390455,1.8403042921213113,-10.78013633816036,143.9999999999999
-4,10,-6,4,5,5,-1,3,9,-8.19533994526688,6.720570340771036,11.474769604495846,244.0
-1,5,-8,3,-4,8,8,8,-8,0.6368616452692653,-3.8509058034749786,-9.785955841794284,111.00000000000001
10,-9,0,4,-4,0,-9,-5,-2,-2.0,-0.6055512754639896,6.60555127546399,48.00000000000001
-2,-2,7,2,-6,6,10,0,-2,5.549523110737281,-11.26108904699335,-4.2884340637439164,175.99999999999991
9,-2,-2,-1,9,-5,-7,-10,-5,-8.884242688846259,10.389766017879953,11.4944766709663,318.9999999999998
9,3,5,3,6,4,0,2,-5,11.269605685016753,4.273864920058407,-5.543470605075156,176.0000000000001
0,-8,-9,-9,-9,4,-7,-8,6,-14.867439949422828,9.90493917501551,1.9625007744073102,323.00000000000006
-9,-1,-4,-2,9,4,-3,6,0,11.555867311362219,-10.119183246713918,-1.4366840646483179,237.99999999999994
-6,-6,4,-10,-10,5,6,3,4,-17.717797887081332,-0.28220211291865327,6.000000000000001,349.99999999999943
7,-4,-2,-5,9,-8,4,-10,6,17.51676211241619,6.310607400318154,-1.827369512734332,350.0000000000004
-2,2,-4,5,-3,7,-6,2,-4,-11.055427254438035,1.604401420867093,0.4510258335709422,125.00000000000001
9,5,-3,4,7,-1,-7,-4,6,15.172923057084903,2.3004535439835787,4.526623398931505,255.9999999999995
0,-5,4,-1,1,-2,6,7,0,4.620835896932877,-3.0539309796321112,-0.5669049173007655,31.0
-9,5,-6,6,-5,-4,-5,-8,10,14.127200132032822,-12.6777752219895,-5.449424910043333,389.9999999999999
-6,-5,7,1,10,-4,6,-1,-2,-10.263062088603483,1.5775102565254109,10.685551832078076,222.0000000000001
-2,0,3,-6,-4,6,-2,8,10,-7.84787365869195,-0.08542353266618352,11.93329719135813,203.99999999999997
2,-2,2,3,-3,3,2,-1,-9,-8.881784197001252e-16,-0.8768943743823362,-9.123105625617658,83.99999999999994
9,-2,-9,10,5,-8,-9,-1,9,17.277154547895687,0.611483760903098,5.11136169120122,325.0000000000002
-7,4,-2,7,2,-2,-7,2,-1,-10.392760542663773,4.680565823002586,-0.2878052803388023,129.99999999999977
-3,3,5,8,-4,1,2,4,4,-7.21827472796941,-3.1823458454399134,7.400620573409331,117.0
-5,2,10,-1,-10,5,3,7,3,7.248800918844019,-6.292980579526869,-12.955820339317139,259.9999999999999
-1,9,-6,-9,6,-10,-10,-5,-4,-6.730380331028267,-0.36698365939746086,8.097363990425722,111.00000000000009
4,8,6,-1,-3,-4,7,-7,-5,5.484213362636201,2.291677941453595,-11.775891304089793,174.00000000000006
-6,-9,2,-4,10,-3,9,0,1,13.165053387305992,-8.461300546034762,0.2962471587287633,244.99999999999997
7,7,5,9,-5,7,6,7,10,18.764950676036523,3.0593546543563463,-9.82430533039285,458.0000000000008
-8,-2,-4,-4,8,-10,-10,-10,0,-14.268491896908762,-0.5668970992293022,14.835388996138066,424.0
7,2,4,6,-1,-3,10,-2,8,-4.27936396761422,13.863000229618468,4.416363737995769,230.00000000000057
6,7,-1,4,10,10,-1,-2,-10,12.839478600081394,2.314306196707924,-9.153784796789317,254.0
-7,2,10,6,10,1,1,-7,-9,8.846118055773914,-1.442148366444055,-13.403969689329855,260.0
-8,0,10,-3,-1,7,6,-4,7,-10.318640248132287,8.456166388519955,-0.13752614038766947,178.00000000000009
2,1,1,-5,-8,-3,6,2,-3,2.1231056256176597,-4.999999999999998,-6.123105625617658,66.99999999999994
10,-7,-7,-7,2,8,5,3,-1,-5.150992211211227,11.542483597415927,4.60850861379531,181.00000000000003
-6,4,-5,8,3,0,-8,-9,-5,8.260455300679087,-10.73442377705422,-5.526031523624864,213.99999999999994
7,1,1,10,1,-4,-2,1,8,0.39444872453600954,7.999999999999992,7.605551275463993,121.99999999999993
8,-10,-7,-5,-7,5,-3,-2,4,13.000000000000002,-8.999999999999998,1.0,251.00000000000003
7,-8,6,-10,-4,-1,4,2,-6,12.741921750725526,-10.931955803111348,-4.809965947614172,305.00000000000006
10,-8,-8,-5,10,8,1,5,7,1.9999999999999982,6.315341561573502,18.68465843842648,392.99999999999955
-7,9,2,2,-9,-2,0,-8,6,-13.07682438329654,-3.858959386518136,6.935783769814673,234.0
-8,9,-7,-4,6,1,-5,10,-7,5.409132534430068,-11.32340924963039,-3.085723284799676,166.99999999999983
7,5,-10,6,-6,7,-5,2,-3,11.284146232963858,-12.405482403687873,-0.8786638292759879,281.99999999999983
10,7,-10,2,3,-4,-3,-10,-9,14.266499161421592,1.9999999999999984,-12.266499161421596,357.99999999999966
