a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,eig1,eig2,eig3,eig4,eig5,sum_squared
-9,8,0,-9,9,6,2,1,1,-5,-8,6,4,-5,9,-10,-7,-2,3,-6,-1,-4,8,-4,10,-17.08446276052398,-3.6063066181531114,3.7518962451150757,9.21576071682778,17.723112416734242,717.9999999999998
-9,-6,10,-2,3,-4,-1,5,6,-5,9,9,-6,-10,-2,-8,10,-10,5,-4,1,-2,-10,-8,6,-22.262294800822733,17.69191849953648,10.170053394754536,-7.621442164060171,-2.9782349294081625,978.9999999999993
6,4,1,0,-2,6,9,9,-6,-5,0,7,9,-2,9,-2,4,-4,-8,-1,2,-7,9,3,-8,18.24442374748402,9.26202876130699,-15.18058256272694,1.5484773597642594,-5.874347305828306,686.0000000000008
-10,5,-9,-7,-3,5,-6,8,10,6,-5,-6,2,8,3,-7,7,1,-6,-4,10,10,-6,-9,7,-19.587447633455362,-9.907949998918015,0.18098516404335163,9.580519148211241,6.733893320118739,619.0000000000014
-10,-4,0,-3,8,-6,10,-7,-1,3,4,-2,-4,1,-1,-2,-9,-1,6,8,5,-8,5,-1,-10,12.645847520949161,5.532281535957187,-13.950504314657486,-5.0885252328295545,-7.1390995094193075,462.0000000000001
7,-5,3,-3,9,-6,2,-10,-9,8,10,-7,-10,6,-6,2,-10,10,-6,-10,3,-3,4,-1,3,16.309081167370817,6.537146044894106,1.3654316579686,-16.886687337459097,-11.324971532774462,724.0000000000002
9,8,-9,-2,2,3,-6,7,6,2,0,-2,8,1,7,4,10,-4,-6,1,2,-4,-1,5,-9,-14.821461768597446,10.241692489757211,-5.863999426408922,6.559880694066307,-0.11611198881714199,402.0000000000001
-5,9,9,0,-5,1,-10,-4,6,9,4,-5,-2,2,4,7,6,4,7,-1,4,6,-1,1,6,-13.576708355180328,-10.817622220504445,11.908431739267648,1.915283880263442,6.57061495615368,489.9999999999993
-6,-3,5,-9,9,0,7,0,2,0,7,5,8,-5,9,-9,3,-3,8,7,10,1,10,-8,-7,-16.47249209383154,19.246600225831493,-6.131721116218657,3.9026159546538324,9.45499702956486,784.0000000000002
5,1,8,-7,7,-5,9,-8,-1,-7,5,-2,10,0,-3,-1,-1,2,-7,7,5,-10,-6,8,-1,-15.758143065989227,17.15101832351106,12.940806509902863,4.048024294296931,-2.3817060617215957,732.0000000000003
-8,-9,1,-6,-6,-9,3,9,-9,5,-5,7,7,-9,-7,-10,-10,0,-9,-6,1,0,-4,-7,7,-22.517704760599948,-6.433775178528877,0.7705348980716484,16.527986985502025,11.652958055555214,957.9999999999997
4,3,-8,4,0,8,2,3,-10,-7,-10,-2,2,-8,-5,-7,-2,-7,-10,-8,-10,-5,-6,4,1,-14.75043742451319,13.329550105556528,7.376919981154671,-5.615251245870505,-1.3407814163275078,482.9999999999999
-5,-2,-8,6,5,1,10,-6,-10,-6,-9,8,-6,-3,-2,10,-10,10,6,-7,2,-9,-6,-6,-7,-18.658517974673597,-11.676870631380329,5.053890875697018,13.214679927682342,10.06681780267457,785.9999999999999
0,4,1,-7,-10,9,1,0,1,-1,-7,-7,-5,4,-5,0,0,1,7,-5,-4,-10,-8,-5,-6,10.349368572889261,8.718842069092656,-1.3834773062270975,-8.33871287115707,-12.346020464597746,407.0000000000001
-9,6,-5,-1,-3,7,5,3,-7,-7,-5,5,4,-2,1,-7,-2,-2,-6,5,-8,-2,-1,4,-9,12.140219739116965,6.137237382668227,-13.656817887190005,-8.594596539496937,-11.026042695098223,567.0
5,-8,-10,5,-8,-6,6,5,10,6,1,9,-7,0,8,2,7,-2,9,-5,-2,8,-1,3,10,20.943493938426975,-8.529498796638517,-4.611481327657944,2.5554228220700166,12.64206336379948,699.0000000000006
6,4,-3,-4,-1,1,1,-10,-10,4,0,-7,7,-3,-8,-10,1,-8,-9,7,6,5,0,8,1,-14.768360629156529,16.204117224299292,8.44704805636268,-3.4299254967126944,-0.45287915479277235,563.9999999999998
-5,2,-1,7,-8,-2,2,-4,9,-7,-4,-4,-6,5,4,9,7,4,-10,-4,-9,-4,2,6,-10,-21.957857123450662,9.906677930043909,-12.97924313462214,-1.5542559441145232,-2.415321727856544,756.9999999999992
-2,-6,-3,-10,6,-7,9,-3,-3,4,-9,3,5,-8,10,0,5,4,10,-6,-1,-5,8,-2,-7,-10.40171077334648,-3.097142246904139,13.821736911218242,6.8574951645798565,7.819620944452527,417.0000000000001
5,-8,-9,8,7,-7,3,-1,10,5,4,6,10,1,10,-7,8,1,9,-7,-7,10,10,-7,-9,-14.25395774046376,-0.5155333572933837,3.6134478922854325,18.60694706249949,10.549096142972225,674.0000000000008
-9,-7,-7,1,4,-3,7,4,1,9,1,-7,0,-4,3,1,-3,-9,-9,9,0,5,6,4,5,-10.566822591943781,-14.870976119877989,3.468451841165737,7.074686721069699,8.89466014958633,473.99999999999994
-3,2,6,3,2,-6,2,10,-5,-8,-3,8,-9,3,-10,9,-6,0,4,-5,6,-2,-4,2,6,-14.76904560590777,-7.666877321165827,10.908312900266203,8.377241184196874,3.1503688426105247,476.00000000000006
4,2,5,2,-8,3,5,4,4,-7,-3,9,-7,5,-4,9,-4,10,-3,6,0,-9,-6,9,7,-15.146331756803608,-4.716520930676805,3.715884511525122,4.856926872486509,17.290041303468776,588.0
10,-6,6,1,9,-7,-9,-8,-5,-9,9,6,8,6,-5,-3,-6,6,7,-9,1,-7,-8,-5,5,19.161116789174102,16.666691292277655,3.5897210316342325,-5.4949916529511595,-12.922537460134818,855.0000000000009
6,3,9,-9,10,2,-7,4,-4,3,4,4,-2,7,10,-10,4,6,-5,10,9,-5,5,8,0,17.732920325648635,9.177726264499979,-17.637629032629764,-6.082262150665117,-11.190755406853715,871.9999999999986
-5,3,5,-9,10,8,-2,8,9,-7,3,8,6,-2,-5,3,10,10,9,10,3,-2,1,-1,-10,-17.976496781830278,13.804582650097066,7.756541002616853,-4.598013346931998,-0.9866135239516672,596.0000000000008
-1,7,-1,-9,7,-1,-7,4,-4,0,-8,4,0,-5,7,-10,-7,0,7,4,9,5,7,-9,6,15.56511943988527,8.25149656977644,2.5592453081020965,-13.098988631629227,-8.276872686134542,557.000000000001
0,-6,8,7,9,6,10,4,9,10,1,1,1,-4,7,1,8,-5,-2,-5,4,9,-8,-10,-2,15.913982579273494,6.369022172144971,0.0488560802998287,-1.0460607102253767,-14.2858001214929,499.00000000000057
7,-3,7,-9,2,7,-3,-10,6,0,4,2,8,6,7,-10,3,9,3,0,10,-1,5,-2,10,19.863062013856414,12.975509134845765,-7.112601359503967,-3.915611807082139,3.1896420178839247,639.0000000000009
-5,-3,10,-4,2,-4,-4,-1,-1,-1,7,3,-6,-7,-3,-10,-4,-9,9,-1,3,-4,2,-5,-4,16.550214200821998,-14.327063733788771,-1.4259605013927354,-1.89840672029297,-8.898783245347527,563.9999999999992
-1,-7,-4,-8,-4,0,6,0,3,2,-1,9,-1,-5,-7,-7,0,-3,-9,4,-10,-9,-6,-4,10,-15.208981015132796,12.707760781860301,7.317011154173991,3.145307257157946,-2.9610981780594003,465.0000000000002
-8,-7,-8,-8,-9,-10,-9,10,-9,2,-9,1,2,0,-3,-3,1,0,-10,10,-7,10,-3,-2,7,14.737400802983991,-18.851788034944242,-13.897691944405805,2.272445456831309,-2.260366280465241,775.9999999999995
-8,-8,5,-2,7,-8,6,0,-5,-9,4,-10,4,5,4,6,-4,10,8,-10,7,-6,8,-3,-10,20.574397798788148,-16.54023927429772,-10.54228465902666,-2.43790589095436,8.946032025490549,894.0000000000006
-4,-5,-8,8,0,0,5,3,-3,-7,-3,-5,3,2,0,8,-7,7,-1,9,6,3,-10,4,-5,10.188405183981923,4.277951351399183,1.5803070716863863,-4.866582597247449,-13.180081009820032,322.00000000000017
8,-4,1,6,-6,-10,-1,8,-5,10,-1,5,-9,-7,9,4,-9,-8,0,8,2,1,5,6,2,15.504963339421948,9.725277534128415,2.017310451606797,-9.76819395156146,-17.47935737359571,740.0000000000002
-6,8,-3,10,-1,5,6,-6,-5,-10,-5,4,-10,1,0,8,-4,-8,-9,10,-10,2,-4,9,8,14.600884199144438,-18.992414657680946,4.396121492096479,0.3809846054244472,-11.385575638984442,722.9999999999987
8,-1,-8,6,6,-5,-8,0,-5,-4,-10,-1,3,8,-4,-6,-3,3,6,-2,-3,-3,-3,3,-2,13.924952544529917,-9.346407592854415,7.33717631101873,-4.164325948251842,-0.7513953144423692,353.00000000000085
8,8,2,-3,-3,3,-4,9,-9,-7,7,9,-2,-6,-2,9,-10,-3,-7,7,-6,0,-5,7,2,18.610198281509074,4.531513149293747,-15.616607354716745,-8.788071526223229,-1.73703254986289,690.9999999999972
8,-7,-7,10,8,2,4,0,6,-2,-9,4,-9,-10,1,7,9,-5,0,-1,7,-4,1,7,-8,18.584721418558214,7.99421352102404,-15.947166749486042,-8.594493196104464,-7.037274993991726,787.0000000000005
10,1,-10,-10,8,6,3,-9,0,8,-4,-9,1,7,-7,2,1,-5,10,-5,4,9,1,-6,-1,18.14658123067522,13.708769577213957,1.153737979327478,-0.5129307739153205,-9.49615801330133,609.0000000000001
7,-6,8,-3,2,-6,8,-9,-10,9,6,-7,2,-10,0,7,-8,-2,4,-10,5,2,7,-9,4,21.453212524758303,15.885711133844922,-9.432931732184574,-5.402759154676002,2.4967672282573927,837.0000000000013
1,-5,9,-9,-2,-2,-4,-6,8,-2,-1,-10,6,10,-4,-8,-10,10,-5,6,-5,-9,-1,6,10,-13.94675101893936,-8.197156537132994,4.049094622868533,13.892972090033409,12.201840843170409,619.9999999999999
4,-9,-1,-3,5,-10,3,0,-1,0,1,2,2,3,-3,-2,3,9,5,-8,-2,1,-1,-5,8,-6.109439882938043,-1.6508969538692124,2.558945243708913,11.95096392384527,15.25042766925308,422.00000000000017
-9,-3,0,8,-1,8,3,10,-9,3,8,8,-9,-1,-4,8,4,-3,-5,-1,-5,-3,5,-3,10,9.258198452825486,5.350625249916071,0.07187021064527867,-14.471435820717844,-10.209258092668989,428.00000000000057
10,-7,10,1,4,1,8,-7,-5,-1,6,-7,10,-6,-2,3,4,-3,-10,2,-4,7,-8,3,-9,20.481930635523973,6.672744195673002,0.6665154201749254,-11.334414022593513,-7.4867762287783926,648.9999999999998
3,8,9,-6,10,-2,0,0,-3,4,5,-1,5,4,-1,-9,7,10,-8,-4,7,-2,4,-7,-6,13.943425102826449,-12.959784433015592,-8.248272652292176,-5.644276837656561,6.908908820137867,510.00000000000017
-2,3,-2,-7,4,7,-7,-5,8,-6,-2,3,-2,0,-1,-6,8,9,1,-1,0,-9,-8,-2,-2,-16.41871421904358,10.227808094589934,2.277880516930664,-1.8153211440876544,-6.271653248389378,422.0000000000002
-5,-8,6,-1,3,-5,2,-5,8,-7,6,-10,-5,6,-8,-9,2,4,5,0,-9,-3,-7,0,-7,-17.95749120042519,-8.60537974438214,12.09279800285551,-1.3180895928289782,5.788162534780777,578.0000000000006
-4,-6,-7,-1,-8,7,9,-4,-7,2,-4,-7,-9,2,6,5,4,2,-4,-7,-5,2,8,7,4,-11.08025541373867,-7.743952552782572,7.2551438202448395,4.77868018808546,2.7903839581909473,265.99999999999955
0,-10,-10,2,-6,-7,-10,-9,-5,-9,-10,7,5,7,0,8,-9,8,9,2,-3,-4,-10,-6,-3,-18.055996883454462,-8.824593196595348,2.00800313388488,11.45641556761845,14.416171378546489,746.9999999999991
-6,-5,4,-3,-7,10,-2,4,4,-1,-1,4,-9,-4,6,-8,-1,-6,4,-4,-9,4,-9,-8,8,-10.495434555511174,-5.2294564832109725,-4.245913361874071,10.60055596088426,4.37024843971197,286.9999999999998
-9,-9,-2,0,7,-7,-3,-4,-3,8,1,-6,8,-9,-10,3,-4,-6,-6,2,7,5,-3,-8,2,-18.658710331223688,-10.989310338046533,14.030956355075421,1.9098462367478426,5.707218077446955,701.9999999999985
6,-8,7,9,-7,-5,10,7,4,0,1,9,2,6,10,-2,3,0,-3,-4,-5,8,9,3,-5,19.304652863822227,-13.726421827717543,6.12323481856212,1.146042466186081,-2.8475083208528797,608.0000000000001
4,8,-6,6,7,8,8,-2,10,-7,-7,-2,-1,0,-9,0,6,-4,8,-10,2,-1,3,-2,-3,21.1217532898614,-7.151444914642653,4.465009904089401,-2.1733454351186845,-0.26197284418947026,521.9999999999994
-7,5,-7,-8,-7,7,-10,7,10,-5,-4,3,7,-2,3,-5,8,-6,3,-5,5,-9,3,-10,-5,-21.166427024903676,-10.181984620463368,-2.13586687342503,8.007133121325758,13.477145397466334,801.9999999999995
10,5,-6,6,4,6,-9,-6,0,-10,-9,-5,2,4,9,2,7,-2,5,-9,-7,-8,8,-10,-7,21.63019115001884,5.156382601660974,2.6787342681067408,-17.081693468126822,-11.38361455165972,923.0000000000003
-10,-4,-3,-3,-9,-4,9,-9,-6,10,0,-10,-7,6,9,3,-9,-1,4,9,10,5,4,3,10,-16.277836388597716,18.017855741187077,8.977877562194768,-1.7856440771580753,-2.9322528376260397,682.0000000000001
9,1,-4,4,-8,4,5,-5,2,2,-8,-8,7,-6,-10,-2,-5,-6,-1,4,-10,-4,-7,5,-4,17.00601118031581,13.555213553282519,-13.10477660951509,3.645331625583262,-5.101779749666525,683.9999999999991
10,0,3,8,8,9,-7,-5,9,-1,2,-7,-3,-1,0,2,-3,-4,1,-9,6,1,1,-10,-4,-14.586482562872044,-9.737787084142441,1.3423976167992429,11.987231693282672,7.994640336932576,516.9999999999998
-5,3,-3,5,-2,5,9,0,-6,-10,-8,-6,-9,-10,-9,-2,4,-1,6,1,-4,-5,2,7,9,-11.78267712629192,15.671726337657377,6.263914449144073,-1.5456976360879024,1.3927339755783694,428.0000000000007
9,-4,5,-7,6,-10,1,9,-7,8,4,5,-2,5,5,-9,2,8,-9,6,10,1,-1,-4,10,-18.44676697101818,17.378187550754962,8.343703729717415,3.993763105008726,-2.2688874144629403,732.9999999999995
-9,-10,-4,1,1,-7,-8,9,-5,0,1,10,-9,5,-9,-10,8,4,1,10,-6,-1,-9,6,9,-21.432217570614313,13.138061082359375,5.990284413550681,-1.0010162642882838,-12.695111661007399,829.9999999999987
8,-6,-4,5,10,0,-4,-8,10,-5,-7,-8,10,-6,-2,6,9,-4,6,5,5,7,4,8,7,24.23231145869407,-10.99738074799204,-1.4413362252354152,9.209108047460866,5.997297467072517,831.0000000000007
1,4,-10,-8,3,0,3,-7,-10,6,-9,-8,-5,-7,-5,-8,-10,-6,10,-10,10,-3,-5,1,-9,21.602425724843375,-19.114978718665135,-8.271985503310743,-2.4367364939816905,8.22127499111419,974.0000000000008
-10,-2,4,1,9,-5,6,-4,-4,4,1,0,3,9,7,-4,-1,-6,-10,-6,8,-2,4,-6,3,10.009685812128666,8.079474863019959,-12.99999999999998,-8.765527465532246,-4.323633209616393,429.99999999999864
-3,-2,-3,1,-5,5,-1,-7,-9,-8,1,-9,-4,2,6,-3,4,3,9,7,-10,-2,8,4,-4,14.63523876889937,-13.138930928257654,1.7969023054027782,0.7997334434686408,-7.09294358951312,440.99999999999994
-2,2,-2,-2,2,9,-9,-10,-3,10,3,-4,6,1,5,7,-3,6,-8,-5,7,5,10,-9,2,11.296551419666159,8.575056143881417,-2.910884506801737,-11.48215491040048,-16.478568146345363,613.0000000000002
3,0,6,7,7,5,-9,-6,-4,3,10,-4,-3,3,-4,-5,6,8,2,10,8,8,-8,6,3,-13.852127166323656,-8.68017951626735,-3.886733049045012,14.400106919519523,8.01893281211649,554.0000000000003
7,-10,-1,10,9,-1,-9,10,8,-7,-5,8,3,10,-9,9,5,8,3,-7,-4,6,-6,2,7,-14.02317730356746,-9.378367308308967,17.10260949736107,10.110784647389277,7.188150467126067,731.0000000000003
9,4,-8,-6,-1,4,-1,-7,9,8,-9,-4,5,6,9,1,8,8,0,1,0,3,8,8,-1,20.34608484567113,12.02628895627233,0.46135545463736893,-10.708600098548377,-10.125129158032479,775.9999999999998
-3,2,0,5,0,-5,6,8,10,-10,4,3,1,-3,6,5,8,7,5,-3,-2,-9,3,7,-6,15.69594192580624,-11.68903998251144,-8.200221792886754,4.263063956583464,2.930255893008477,477.0
-8,-4,7,6,4,1,2,8,-1,9,2,7,1,4,1,3,10,-2,-2,-4,9,10,1,-10,4,-17.32977783185776,15.213188789426844,3.4979017666626517,-3.0286360136378785,-1.3526767105938673,555.0000000000003
5,0,6,2,6,-9,0,-5,9,6,4,2,-6,-2,-9,-3,8,4,8,4,1,3,-8,9,3,-13.77707652780142,15.661528995454088,9.402087739737404,-3.6166373155709115,2.3300971081808326,541.999999999999
5,-5,4,6,6,-8,-5,-9,-10,-6,0,0,2,-2,-4,4,-4,8,-3,4,0,4,-5,10,1,11.733805157538946,-10.669205679403882,4.792761520201856,-6.119367319708975,0.26200632137202895,312.00000000000034
-2,3,-9,7,9,-2,-10,7,4,6,-8,10,-2,9,-8,9,-4,9,-6,4,7,-6,3,0,5,12.855652416537367,6.833646496951087,-4.411980808706375,-17.70866936700167,-12.568648737780391,703.0000000000001
-10,-2,9,9,-4,6,-1,4,2,-1,8,7,-6,5,-2,7,4,5,-8,-9,9,10,-3,-3,-7,-18.79177390088467,-11.748864789928591,-8.547590055488497,4.69533560935453,2.3928931369471815,592.0000000000015
-4,0,7,3,8,-4,7,-5,-1,1,3,-4,-9,-5,-5,1,-7,-9,4,0,-2,1,-6,7,6,-14.762575974486184,-3.3454652171724386,10.439869011266994,8.461844363911943,3.20632781647969,420.0
-8,-3,4,4,-8,-5,3,9,7,-2,-10,8,-9,-6,-7,10,10,-9,10,0,-1,0,0,-5,7,-15.724100256194504,-10.65346521911122,17.401789179813782,4.296073388410158,7.679702907081804,740.9999999999992
-3,10,7,-8,9,5,-1,8,3,0,10,5,-3,10,5,-9,7,4,-4,5,-8,8,3,6,5,14.355266785082765,-16.788587788195397,5.303688322047363,-0.15740283272312544,-8.712964486211584,591.9999999999992
-3,-5,0,1,-2,1,4,2,-3,0,0,10,10,-3,-8,10,-6,10,-3,8,-5,1,-10,0,-4,14.504201900481217,5.806670670511218,-9.18124582947173,-4.61353622175729,-2.5160905197634134,356.0
-5,-10,7,10,-6,-4,-7,0,4,-4,2,-7,9,-9,8,3,-8,0,-10,8,-7,-4,3,-4,-3,-18.721949115734482,-5.638065081105847,-1.398234395351191,0.628590433672258,9.129658158519236,468.00000000000045
4,-5,4,-9,2,-4,3,9,9,1,0,6,7,7,-2,2,8,-4,-4,8,-3,-3,-7,3,-8,12.70034187715267,8.981035645132529,-10.032621546786395,-8.203695515438755,-1.445060460060073,412.0000000000005
-7,4,-7,10,9,8,-10,-1,0,1,-8,9,-4,6,6,-4,-1,2,-3,9,2,8,-3,7,-4,-16.80757098103606,5.2820197650285285,-9.474654817241028,-1.3390888909101806,-5.660705075841266,434.00000000000034
-8,2,-10,-7,-3,-3,-2,-10,3,0,-7,-7,9,3,-3,-8,-6,-4,6,-1,-9,-7,9,7,-1,-15.618275673885542,14.293103379828956,6.540032350332718,-0.9725978843846966,-0.242262171891443,492.0000000000004
9,-4,7,-9,-9,-3,-9,-6,-5,2,9,-3,-4,-9,-6,2,-8,-8,-5,-5,0,-1,-9,-6,6,-19.536905519903033,17.32289726592478,-7.03783165864002,-0.49020555442334435,6.742045467041564,777.0000000000007
5,4,0,3,-5,3,6,10,-4,-9,2,-5,4,-10,4,-1,0,-10,8,5,-1,-3,1,-2,-8,-9.720856773896854,-1.6491413039479552,3.3521953381852,12.41400950555318,10.603793234106433,375.00000000000017
-10,-6,7,4,9,-8,5,1,-2,4,-5,6,6,-3,7,5,-7,-9,-6,-4,6,7,3,-8,7,-16.05017256093236,16.419629396080925,-8.47312264817423,8.65404697691417,1.44961883611152,676.0000000000005
-9,-5,-9,8,-2,-8,8,6,-4,9,-10,7,-1,5,10,-8,-9,9,6,0,5,10,-2,-2,6,-14.657980522640424,-4.790412220734012,0.24017872546644453,9.525820443821418,19.682393574086568,716.0000000000008
8,0,6,-1,1,7,9,7,-4,-8,1,8,8,2,4,4,-9,3,7,-6,9,-9,-3,-2,-6,-10.502345938689611,-1.3408428238878343,19.056892916797587,7.931086559464076,10.855209286315787,655.9999999999999
3,9,1,-8,4,5,1,4,2,1,-10,8,-8,0,6,-10,5,10,-10,2,9,-2,8,-8,-10,11.404402766243901,-18.424125537394925,-13.75508015037756,-6.9082579734704535,3.6830608949990586,719.9999999999997
2,9,-2,8,-4,4,0,-8,-3,0,-5,-1,9,-7,10,8,-8,-7,5,-6,0,5,10,10,8,-12.299198861014391,1.2700013802693546,18.618068162852428,7.2511645828722155,9.159964735020425,636.0000000000011
0,-1,7,-7,5,8,9,-1,5,-3,8,3,4,-2,-8,2,2,7,-7,-7,9,-9,2,-3,-2,10.830161267735072,9.058015470046133,-11.312831521298692,0.8913927972648961,-5.466738013747399,357.9999999999999
10,1,10,-3,2,0,-8,4,7,2,9,1,-10,-3,-10,7,8,-6,-4,-9,6,0,-7,-7,4,-22.290698428034155,-10.536759797528472,1.6812062210754772,12.409938787228795,10.736313217258335,880.000000000001
-1,-10,8,3,-7,-4,-3,5,7,-5,4,-9,5,-7,7,-3,9,-2,-10,4,-7,7,6,-5,9,13.183983877077209,8.10061225592985,-14.336525360437562,-1.3658552389466536,-5.582215533622856,478.0000000000004
-9,6,-7,5,0,6,6,-7,-1,1,-5,-10,-6,-3,-4,2,-4,-7,0,-7,-4,4,-2,2,10,-13.505068543851948,-11.190818826158633,14.393952687107356,8.992071940155826,2.30986274274739,601.0000000000011
8,-3,-2,0,-9,-9,-7,-1,3,0,8,1,-6,3,-7,-5,5,0,3,6,-1,-6,-5,10,-10,12.987105976821503,-17.87893349119174,-5.012302338791576,-0.6240807395437198,-1.4717894072944746,515.9999999999995
7,5,8,-3,4,1,5,-4,2,10,5,-3,-1,-2,5,-4,9,-3,3,4,3,7,3,0,-10,-15.352327728450806,13.097050872747797,11.636076715709674,-4.5476165105737465,-0.8331833494329067,563.9999999999993
5,-5,-3,-5,0,-5,-10,6,2,-4,-1,4,-3,5,3,-5,2,0,-8,0,0,-2,5,10,-1,9.512295343439497,-14.837459153573286,-9.116887241465705,0.9545047377370416,-3.5124536861375453,407.0000000000003
8,1,9,7,8,-7,-8,0,-8,-2,3,0,-4,-6,-7,5,1,-2,5,5,0,5,-7,4,-6,11.558193769785369,7.0937651757562445,-14.333682661700031,-2.6321875611220706,-6.6860887227195045,441.0000000000001
8,6,0,-2,1,10,3,-2,3,4,0,-3,3,4,1,5,10,3,-2,-1,-10,-6,7,1,-3,-9.249976590921406,11.263685799720133,3.9543116245041863,2.596333513598925,0.43564565309816355,235.00000000000014
10,-1,-2,6,10,3,5,-7,7,9,1,-8,1,6,5,5,10,-6,-8,-7,0,7,0,-2,2,-15.572964636036673,16.333142879099437,7.8102086493132195,-1.1141221177223382,2.5437352253463628,577.9999999999984
-8,7,2,-10,3,4,-9,-3,-1,-2,6,2,-4,-6,-8,-6,1,-9,-5,6,2,-2,-4,-2,10,11.425087713780634,7.53415893755293,-17.04312893456584,-8.024801408551342,-9.891316308216396,640.0000000000006
-1,9,8,10,7,9,6,4,4,6,3,-7,-4,2,0,8,6,0,-9,-3,7,-3,2,-7,7,-17.458152355504573,-7.651157043096613,0.2582635004919052,12.690316052225747,11.160729845883578,648.9999999999981
8,4,1,1,-6,8,-1,-3,9,-3,9,3,8,4,-10,-9,6,-7,10,-10,-3,4,-9,-5,10,-9.166258611631072,3.7432501086126293,8.740854781103106,11.221238814272434,20.460914907642895,718.9999999999998
-4,-3,4,-6,10,5,-3,-3,-4,6,5,-10,9,9,2,-8,-1,7,1,-4,1,-4,5,-5,1,13.617449024918074,9.954852143295012,-9.523357343600814,-7.696646099168826,-2.3522977254434494,440.00000000000017
8,-9,7,-1,6,-2,9,-5,0,-1,0,-7,-3,-1,-5,-3,2,-8,5,-3,9,1,-5,1,-10,-15.248229101223817,-3.3976299097157674,15.346358564769172,5.20158265823754,7.097917787932887,556.9999999999998
-7,-10,-4,-4,8,2,-4,8,-7,-8,0,4,-4,4,0,4,-7,4,-10,6,5,-9,-2,-1,3,11.99888176276088,-14.371992608981069,-11.512354009038305,-2.055327294336001,-6.059207850405504,524.0000000000007
5,-6,5,-9,7,-2,6,6,4,7,-1,-9,-6,8,-8,1,3,1,9,-1,6,-6,-7,-7,-8,-10.411836834196674,11.109743793439838,7.069572697074738,1.6288680098468806,-3.3963476661647984,295.9999999999998
-7,1,-9,6,10,8,5,10,2,0,0,6,-7,-9,3,3,4,-5,-3,1,9,4,-9,2,3,-14.2819392932693,-13.438958920935589,11.317945457950975,5.813684819540755,1.5892679367131535,549.0000000000001
-9,3,7,-7,5,0,3,8,-10,7,-4,2,7,-3,10,-6,0,0,8,6,6,-7,9,-5,4,-9.988543017526615,12.860635056984103,9.698943438606355,-0.6997292058893106,1.1286937278254834,361.0000000000005
-2,8,-7,8,-6,-1,-2,-6,-7,2,5,4,10,8,-4,8,-5,6,-5,-6,-6,-4,-6,-10,-1,-15.616648102555812,-7.127856628167923,11.072738324917513,9.872798015063028,1.7989683907431762,518.0
-1,-5,5,5,-4,5,-9,-2,8,-4,5,-3,3,0,5,10,5,9,10,2,-9,-4,-4,-1,-6,12.49884581536211,6.730970963876396,1.169460048349752,-10.6174719904751,-12.781804837113135,479.0000000000003
-5,-5,7,0,0,-9,-4,-6,8,3,10,7,2,-9,-8,7,9,-7,-4,5,-6,-8,-6,1,-4,-19.109439599807555,-7.115622714697978,-3.6028235506160518,9.892228066677944,4.935657798443629,551.0000000000009
-8,0,6,-8,-2,-8,-7,-9,-7,-4,-10,-8,-7,1,-8,-8,-7,9,9,-3,-1,-3,-10,10,-5,14.287509622783354,-16.757511579607982,-12.469790373191953,-4.602136305125533,1.541928635142106,663.999999999999
6,5,10,-6,8,7,4,-7,-3,-9,7,-3,6,7,-6,-3,-8,8,-4,0,0,-2,-9,7,-5,-14.980533661981354,-9.048636149931282,2.4517660847349667,14.71334065190747,13.864063075270186,720.9999999999995
-8,-8,-2,9,-8,1,-1,7,-6,-5,1,4,0,-4,0,9,4,3,7,7,-9,-8,-7,10,-10,-22.729029700884283,11.97728528182927,4.9558627362216034,-2.8473744250156647,-3.3567438921509156,703.9999999999995
-9,2,0,4,9,-4,-5,-6,-8,10,8,2,4,-6,-4,3,-1,7,4,-9,3,3,6,-2,-1,8.1325604733335,0.2040477849826177,-2.262532304403432,-6.879850751083248,-6.194225202829431,156.9999999999999
-8,-8,-9,4,3,-4,0,7,-7,-4,-2,6,-1,3,3,-4,-3,-6,-10,8,-8,-1,-6,-5,7,8.652084290553617,-0.9567329317973561,-3.9855602304141744,-8.54142325044561,-7.168367877896475,216.0000000000002
-8,6,-3,8,-4,6,3,6,6,8,1,7,-7,-10,5,6,4,-5,-6,1,-9,-3,7,6,-9,-20.618286131346423,-13.597200056983125,-6.058280554092978,8.086576886766148,5.1871898556563805,739.0000000000003
-4,-7,7,-8,7,-5,0,-10,6,5,7,-4,-2,9,-1,-1,8,10,-6,-1,-2,10,-4,10,-3,-19.975564433868513,11.4140969095646,6.117084410908184,-3.158935418019734,-9.396681468584502,664.9999999999998
9,7,-2,-6,7,6,-10,4,1,3,-5,2,-1,8,7,3,10,7,-10,8,6,-5,6,8,10,18.760926695189735,10.171332177077486,-15.961225907080353,-12.054158775554066,-2.916874189632788,864.0000000000007
6,-3,7,7,-10,-3,8,-10,1,0,3,-7,8,-1,1,9,-4,-10,8,10,6,-7,5,7,0,-7.140909942978649,17.136855073232933,15.123575988720798,4.753626096975326,0.12685278404956205,595.9999999999989
9,-1,-7,10,-3,-8,-9,5,-1,2,-7,-8,4,8,-1,2,0,2,-5,2,-6,0,-3,7,-4,12.868253617789648,-12.425527130898784,-8.04948956454507,-0.5435666502554721,3.1503297279096705,394.99999999999943
